buyer_name,implementation_location_other,No,DEPT/ENTITY,,supplier_numbers_other,supplier_name,company_registration_number,ITEM CATEGORY,items_description,items_quantity,cost_per_unit_zar,order_amount_zar,TOTAL VAL RECALC,order_number,invoice_number,SYS INVOICE AMOUNT,SYS INVOICE DATE,invoice_date,SYS INVOICE RECEIPT DATE,invoice_reciept_date,SYS PAYMENT DATE,payment_number,SYS DISPURSE NO,SYS PAYMENT AMOUNT,paymen_period,PAY VAR,STATUS,COMMITMENT OUTSTANDING,ORDERS CLOSED
Limpopo Department of Health,Limpopo,137,HEALTH,Health,MAAA0152220,Magaga Ditswhene Production,2007/059809/23,Masks - Face Cloth,Face Cloth Masks,"12,666",25.00,316650.00,"R316,650.00",NOT APPLIC,MDTGP001LPPD,"R108,000.00",5/25/2020,2020-05-25,6/17/2020,2020-06-17,6/22/2020,2673025,1196742,"R108,000.00",2020/07,"R208,650.00",CLOSED,R0.00,"R208,650.00"
Limpopo Department of Health,Limpopo,138,HEALTH,Health,MAAA0152220,Magaga Ditswhene Production,2007/059809/23,,,,,,R0.00,NOT APPLIC,MDTGP002LPPD,"R145,320.00",6/17/2020,2020-06-17,6/17/2020,2020-06-17,6/22/2020,2673027,1196742,"R145,320.00",2020/07,"-R145,320.00",CLOSED,R0.00,"-R145,320.00"
Limpopo Department of Health,Limpopo,139,HEALTH,Health,MAAA0374335,Mahika Trading,2008/066726/23,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,L I MDOH-001H/O,"R2,000,000.00",4/15/2020,2020-04-15,4/16/2020,2020-04-16,4/16/2020,2658880,1189667,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,140,HEALTH,Health,MAAA0103178,Makhavhani Trading CC,2008/160177/23,Masks - Surgical,Mask Respirator KN95,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,MAKJUL001LPPD,"R1,103,680.60",7/13/2020,2020-07-13,7/13/2020,2020-07-13,7/20/2020,2679966,1199833,"R1,103,680.60",2020/07,"R165,554.40",CLOSED,R0.00,"R165,554.40"
Limpopo Department of Health,Limpopo,141,HEALTH,Health,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,Camping folding tables 180 cm,37,599.00,22163.00,"R22,163.00",,,,,,,,,,,,,"R22,163.00",OPEN,"R22,163.00",R0.00
Limpopo Department of Health,Limpopo,142,HEALTH,Health,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,Instant Gazebos,50,999.00,49950.00,"R49,950.00",,,,,,,,,,,,,"R49,950.00",OPEN,"R49,950.00",R0.00
Limpopo Department of Health,Limpopo,143,HEALTH,Health,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,"Television, Decorder Sets & Installation",62,2449.00,151838.00,"R151,838.00",,,,,,,,,,,,,"R151,838.00",OPEN,"R151,838.00",R0.00
Limpopo Department of Health,Limpopo,144,HEALTH,Health,MAAA0187792,Malache,1999/034125/23,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,M A L2020H/O,"R2,000,000.00",04/07/2020,2020-07-04,4/15/2020,2020-04-15,4/15/2020,2658809,1189661,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,145,HEALTH,Health,MAAA0387201,Malutend Trading (Pty) Ltd,2016/363109/07,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,"R860,000.00",NOT APPLIC,L I MPHI0001LPPD,"R860,000.00",5/22/2020,2020-05-22,5/25/2020,2020-05-25,5/29/2020,2667104,1195541,"R860,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,146,HEALTH,Health,MAAA0545806,Mamello Clinical Solutions,2012/196801/07,Digital Themormetres,Digital Themormetres,"1,110",1951.20,2165832.00,"R2,165,832.00",NOT APPLIC,M ML-713LPPD,"R2,165,832.00",6/15/2020,2020-06-15,6/17/2020,2020-06-17,07/01/2020,2673010,1198924,"R2,165,832.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,147,HEALTH,Health,MAAA0545806,Mamello Clinical Solutions,2014/259137/07,Digital Themormetres,Digital Themormetres,"3,000",1720.00,5160000.00,"R5,160,000.00",NOT APPLIC,M ML-714LPPD,"R5,160,000.00",5/17/2020,2020-05-17,5/18/2020,2020-05-18,06/02/2020,2669330,1195538,"R5,160,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,148,HEALTH,Health,MAAA0106354,Manare 5 (Pty) Ltd,2016/115182/07,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,"R860,000.00",NOT APPLIC,1 0 0887LPPD,"R860,000.00",5/19/2020,2020-05-19,5/20/2020,2020-05-20,06/02/2020,2669336,1195560,"R860,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,149,HEALTH,Health,MAAA0428719,Mapondho Trading and Projects,2015/101676/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,2 0 20/016LPPD,"R200,000.00",4/16/2020,2020-04-16,4/16/2020,2020-04-16,4/23/2020,2660197,1190114,"R200,000.00",2020/06,"R1,800,000.00",CLOSED,R0.00,"R1,800,000.00"
Limpopo Department of Health,Limpopo,150,HEALTH,Health,MAAA0428719,Mapondho Trading and Projects,2015/101676/07,,,,,,R0.00,NOT APPLIC,2 0 20/017LPPD,"R600,000.00",4/16/2020,2020-04-16,4/22/2020,2020-04-22,4/23/2020,2660318,1190114,"R600,000.00",2020/06,"-R600,000.00",CLOSED,R0.00,"-R600,000.00"
Limpopo Department of Health,Limpopo,151,HEALTH,Health,MAAA0577649,Marothodi Projects,2018/058686/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,H L T1/02LPPD,"R2,000,000.00",4/16/2020,2020-04-16,4/26/2020,2020-04-26,4/30/2020,2660619,1192123,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,152,HEALTH,Health,MAAA0577649,Marothodi Projects,2018/058686/07,Face Shields / Visors,Face Visors Shields,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,HLT1/03LPPD,"R576,450.00",06/05/2020,2020-05-06,07/01/2020,2020-07-01,07/03/2020,2675318,1198916,"R576,450.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,153,HEALTH,Health,MAAA0321493,Masemosi Developers,2002/055254/23,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,3 4,"R2,000,000.00",4/17/2020,2020-04-17,4/17/2020,2020-04-17,4/17/2020,2659211,1189665,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,154,HEALTH,Health,MAAA0435523,Munesumusa Pty Ltd,2017/113234/07,Masks - Surgical,Mask- Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,HLT55LPPD,"R1,103,680.60",07/09/2020,2020-09-07,7/16/2020,2020-07-16,7/22/2020,2680425,1199934,"R1,103,680.60",2020/07,"R165,554.40",CLOSED,R0.00,"R165,554.40"
Limpopo Department of Health,Limpopo,155,HEALTH,Health,MAAA0346700,Matloga Dento 24,2008/117532/23,Gloves,Gloves - Surgical,"144,000",6.90,993600.00,"R993,600.00",NOT APPLIC,MAT002LPPD,"R993,600.00",7/16/2020,2020-07-16,7/20/2020,2020-07-20,7/27/2020,2681617,1199539,"R993,600.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,156,HEALTH,Health,MAAA0001229,Makhoseni Trading & Projects Pty,2015/095415/07,Masks - Surgical,Masks- Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,0030LPPD,"R1,269,235.00",7/22/2020,2020-07-22,7/22/2020,2020-07-22,7/27/2020,2681376,1199951,"R1,269,235.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,157,HEALTH,Health,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,Protective Body Suit,Disposable Protective Body Suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,MVBH001LPPD,"R337,379.82",7/22/2020,2020-07-22,7/22/2020,2020-07-22,7/27/2020,2681814,1199953,"R337,379.82",2020/07,"R626,499.18",CLOSED,R0.00,"R626,499.18"
Limpopo Department of Health,Limpopo,158,HEALTH,Health,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,,,,,,R0.00,NOT APPLIC,MVBH002LPPD,"R144,662.49",7/22/2020,2020-07-22,7/22/2020,2020-07-22,7/27/2020,2681819,1199953,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49"
Limpopo Department of Health,Limpopo,159,HEALTH,Health,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,,,,,,R0.00,NOT APPLIC,MVBH003LPPD,"R481,793.32",7/22/2020,2020-07-22,7/22/2020,2020-07-22,7/27/2020,2681824,1199953,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,160,HEALTH,Health,MAAA0033791,Mavu Ashu Civils,2005/106478/23,Digital Themormetres,Digital Themormetres,"5,000",1956.00,9780000.00,"R9,780,000.00",NOT APPLIC,C OV002LPPD,"R337,499.70",4/16/2020,2020-04-16,4/26/2020,2020-04-26,4/29/2020,2660618,1192122,"R337,499.70",2020/06,"R9,442,500.30",CLOSED,R0.00,"R9,442,500.30"
Limpopo Department of Health,Limpopo,161,HEALTH,Health,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,R0.00,NOT APPLIC,C OV004LPPD,"R1,124,999.00",4/29/2020,2020-04-29,4/29/2020,2020-04-29,4/29/2020,2660616,1192122,"R1,124,999.00",2020/06,"-R1,124,999.00",CLOSED,R0.00,"-R1,124,999.00"
Limpopo Department of Health,Limpopo,162,HEALTH,Health,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,R0.00,NOT APPLIC,C OV003LPPD,"R1,372,498.78",4/24/2020,2020-04-24,4/29/2020,2020-04-29,4/29/2020,2660617,1192122,"R1,372,498.78",2020/06,"-R1,372,498.78",CLOSED,R0.00,"-R1,372,498.78"
Limpopo Department of Health,Limpopo,163,HEALTH,Health,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,R0.00,NOT APPLIC,C OV001LPPD,"R1,999,850.00",4/14/2020,2020-04-14,5/19/2020,2020-05-19,5/20/2020,2665577,1192869,"R1,999,850.00",2020/06,"-R1,999,850.00",CLOSED,R0.00,"-R1,999,850.00"
Limpopo Department of Health,Limpopo,164,HEALTH,Health,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,R0.00,NOT APPLIC,C OV 005LPPD,"R2,249,998.00",05/04/2020,2020-04-05,5/19/2020,2020-05-19,5/19/2020,2665250,1192869,"R2,249,998.00",2020/06,"-R2,249,998.00",CLOSED,R0.00,"-R2,249,998.00"
Limpopo Department of Health,Limpopo,165,HEALTH,Health,MAAA0357573,Mizana Trading,2015/280420/07,Masks - Surgical,3 Ply Mask Surgical,"250,000",20.00,5000000.00,"R5,000,000.00",NOT APPLIC,I N VLDH1001LPPD,"R4,999,625.00",4/17/2020,2020-04-17,4/22/2020,2020-04-22,4/23/2020,2660187,1190106,"R4,999,625.00",2020/06,R375.00,CLOSED,R0.00,R375.00
Limpopo Department of Health,Limpopo,166,HEALTH,Health,MAAA0357573,Mizana Trading,2015/280420/07,Masks - Surgical,3 Ply Mask Surgical,"1,000,000",18.98,18980000.00,"R18,980,000.00",NOT APPLIC,I N VLDH1002LPPD,"R18,975,000.00",4/21/2020,2020-04-21,4/22/2020,2020-04-22,4/23/2020,2660023,1190106,"R18,975,000.00",2020/06,"R5,000.00",CLOSED,R0.00,"R5,000.00"
Limpopo Department of Health,Limpopo,167,HEALTH,Health,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,Masks - Face Cloth,Face Cloth Masks,"100,000",25.00,2500000.00,"R2,500,000.00",NOT APPLIC,0 0 6LPPD,"R200,000.00",05/11/2020,2020-11-05,06/09/2020,2020-06-09,06/09/2020,2671726,1195896,"R200,000.00",2020/06,"R2,300,000.00",CLOSED,R0.00,"R2,300,000.00"
Limpopo Department of Health,Limpopo,168,HEALTH,Health,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,,,,,,R0.00,NOT APPLIC,0 0 14LPPD,"R287,500.00",5/29/2020,2020-05-29,06/09/2020,2020-06-09,06/09/2020,2671730,1195896,"R287,500.00",2020/06,"-R287,500.00",CLOSED,R0.00,"-R287,500.00"
Limpopo Department of Health,Limpopo,169,HEALTH,Health,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,,,,,,R0.00,NOT APPLIC,0 0 213LPPD,"R870,000.00",06/10/2020,2020-10-06,06/11/2020,2020-06-11,06/12/2020,2672080,1196731,"R870,000.00",2020/06,"-R870,000.00",CLOSED,R0.00,"-R870,000.00"
Limpopo Department of Health,Limpopo,170,HEALTH,Health,MAAA0014502,Mmapadi Group,2013/081654/07,Masks - Surgical,3 Ply Mask Surgical,"300,000",20.00,6000000.00,"R6,000,000.00",NOT APPLIC,M MG/01/2020LPPD,"R1,950,000.00",4/20/2020,2020-04-20,4/21/2020,2020-04-21,4/23/2020,2660205,1190116,"R1,950,000.00",2020/06,"R4,050,000.00",CLOSED,R0.00,"R4,050,000.00"
Limpopo Department of Health,Limpopo,171,HEALTH,Health,MAAA0034729,MTN South Africa,1993/001436/07,Admin & Marketing,"Cellular Phones, Free Data, Free SMS and 100 Airtime (SAMSUNG Tab A 2019HUAWEI P8 LITE (2017) LG K10 (2017) LG K4 (2017) LG Q6 NOKIA 3 SAMSUNG GALAXY A3 (2017) SAMSUNG GALAXY J2 CORE SONY XPERIA L1)","5,000",2000.00,10000000.00,"R10,000,000.00",,,,,,,,,,,,,"R10,000,000.00",OPEN,"R10,000,000.00",R0.00
Limpopo Department of Health,Limpopo,172,HEALTH,Health,MAAA0011540,Murunwa Consulting,2017/430199/07,Masks - Surgical,3 Ply Mask Surgical,"500,000",18.98,9487500.00,"R9,487,500.00",NOT APPLIC,H E DP001042020/LPPD,"R1,897,500.00",4/17/2020,2020-04-17,05/07/2020,2020-05-07,05/07/2020,2663325,1192460,"R1,897,500.00",2020/06,"R7,590,000.00",CLOSED,R0.00,"R7,590,000.00"
Limpopo Department of Health,Limpopo,173,HEALTH,Health,MAAA0011540,Murunwa Consulting,2017/430199/07,,,,,,R0.00,NOT APPLIC,H E DP003/04/2020LPPD,"R7,590,000.00",4/20/2020,2020-04-20,05/07/2020,2020-05-07,05/07/2020,2663346,1192460,"R7,590,000.00",2020/06,"-R7,590,000.00",CLOSED,R0.00,"-R7,590,000.00"
Limpopo Department of Health,Limpopo,174,HEALTH,Health,MAAA0598851,Mvusuludzo Projects,2012/126871/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,L I M01LPPD,"R10,500.00",5/25/2020,2020-05-25,6/17/2020,2020-06-17,6/17/2020,2672452,1196735,"R10,500.00",2020/06,"R565,950.00",CLOSED,R0.00,"R565,950.00"
Limpopo Department of Health,Limpopo,175,HEALTH,Health,MAAA0598851,Mvusuludzo Projects,2012/126871/07,,,,,0.00,R0.00,NOT APPLIC,L I M03LPPD,"R91,770.00",06/05/2020,2020-05-06,06/11/2020,2020-06-11,6/15/2020,2672143,1196735,"R91,770.00",2020/06,"-R91,770.00",CLOSED,R0.00,"-R91,770.00"
Limpopo Department of Health,Limpopo,176,HEALTH,Health,MAAA0598851,Mvusuludzo Projects,2012/126871/07,,,,,0.00,R0.00,NOT APPLIC,L I M02LPPD,"R399,280.00",06/05/2020,2020-05-06,06/11/2020,2020-06-11,6/15/2020,2672141,1196735,"R399,280.00",2020/06,"-R399,280.00",CLOSED,R0.00,"-R399,280.00"
Limpopo Department of Health,Limpopo,177,HEALTH,Health,MAAA0216546,Mzerewa Group Pty Ltd,2013/150552/07,Protective Body Suit,Disposable Protective Body suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,MG10072002LPPD,"R481,793.33",07/10/2020,2020-10-07,7/16/2020,2020-07-16,7/22/2020,2680426,1199935,"R481,793.33",2020/07,"R482,085.67",CLOSED,R0.00,"R482,085.67"
Limpopo Department of Health,Limpopo,178,HEALTH,Health,MAAA0216546,Mzerewa Group Pty Ltd,2013/150552/07,,,,,0.00,R0.00,NOT APPLIC,MG10072001LPPD,"R337,379.82",07/10/2020,2020-10-07,7/16/2020,2020-07-16,7/22/2020,2680427,1199935,"R337,379.82",2020/07,"-R337,379.82",CLOSED,R0.00,"-R337,379.82"
Limpopo Department of Health,Limpopo,179,HEALTH,Health,MAAA0216546,Mzerewa Group Pty Ltd,2013/150552/07,,,,,0.00,R0.00,NOT APPLIC,MG10072003LPPD,"R144,662.49",07/10/2020,2020-10-07,7/16/2020,2020-07-16,7/22/2020,2680429,1199935,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49"
Limpopo Department of Health,Limpopo,180,HEALTH,Health,MAAA0270787,Mmazwi Civils & Construction,2004/085627/23,Masks - Surgical,Masks - Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,DHL/01/2020,"R1,269,232.69",7/24/2020,2020-07-24,7/27/2020,2020-07-27,7/28/2020,2682626,1199966,"R1,269,232.69",2020/07,R2.31,CLOSED,R0.00,R2.31
Limpopo Department of Health,Limpopo,181,HEALTH,Health,MAAA0285901,Mmamoleboge Investments,2002/105047/23,Protective Body Suit,Disposable Protective Body suit,"3,871",249.00,963879.00,"R963,879.00",,,,,,,,,,,,,"R963,879.00",OPEN,"R963,879.00",R0.00
Limpopo Department of Health,Limpopo,182,HEALTH,Health,MAAA0223828,Model C Properties Pty Ltd,2011/130024/07,Masks - Surgical,Masks - Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,NO001LPPD,"R1,269,232.69",7/24/2020,2020-07-24,7/27/2020,2020-07-27,7/28/2020,2682621,1199965,"R1,269,232.69",2020/07,R2.31,CLOSED,R0.00,R2.31
Limpopo Department of Health,Limpopo,183,HEALTH,Health,MAAA0089925,Mokoadi General Trading cc,2002/055413/23,Gloves,Gloves Surgical Latex,"144,000",6.90,993600.00,"R993,600.00",NOT APPLIC,002LPPD,"R943,920.00",7/17/2020,2020-07-17,7/20/2020,2020-07-20,7/27/2020,2681618,1199942,"R943,920.00",2020/07,"R49,680.00",CLOSED,R0.00,"R49,680.00"
Limpopo Department of Health,Limpopo,184,HEALTH,Health,MAAA0057120,Motsamai Invetment Pty Ltd,2014/280610/07,Masks - Surgical,Masks- Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,03/07062020LPPD,"R1,269,235.00",06/07/2020,2020-07-06,07/07/2020,2020-07-07,7/20/2020,2679232,1199909,"R1,269,235.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,185,HEALTH,Health,MAAA0175754,MC Nkuna Cleaning & Projects,2006/212111/23,Masks - Surgical,Masks- Respirator,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,DOHL001LPPD,"R1,269,235.00",07/03/2020,2020-03-07,07/10/2020,2020-07-10,7/22/2020,2680099,1199926,"R1,269,235.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,186,HEALTH,Health,MAAA0540330,Ngoako GM Holdings (Pty) Ltd,2015/254559/07,Gowns - Surgical non sterile,Surgical Gown (Non-Sterile),"112,500",96.00,10800000.00,"R10,800,000.00",NOT APPLIC,5 7 LPPD 58LPPD,"R6,000,000.00",06/12/2020,2020-12-06,6/17/2020,2020-06-17,6/24/2020,2674124 2674127,1196746,"R10,800,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,187,HEALTH,Health,MAAA0573833,NBW Ndlovu Investments,2017/452303/07,Protective Body Suit,Disposable Protective Body Suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,003LPPD,"R337,379.82",07/02/2020,2020-02-07,07/06/2020,2020-07-06,07/08/2020,2678102,1198959,"R337,379.82",2020/07,"R626,499.18",CLOSED,R0.00,"R626,499.18"
Limpopo Department of Health,Limpopo,188,HEALTH,Health,MAAA0573833,NBW Ndlovu Investments,2017/452303/07,,,,,0.00,R0.00,NOT APPLIC,2,"R144,662.49",07/02/2020,2020-02-07,07/06/2020,2020-07-06,07/08/2020,2678333,1198959,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49"
Limpopo Department of Health,Limpopo,189,HEALTH,Health,MAAA0573833,NBW Ndlovu Investments,2017/452303/07,,,,,0.00,R0.00,NOT APPLIC,004LPPD,"R481,793.32",07/02/2020,2020-02-07,07/06/2020,2020-07-06,07/08/2020,2678339,1198959,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,190,HEALTH,Health,MAAA0315840,Ndia Business Trading Pty Ltd,2017/318414/07,Protective Body Suit,Disposable Protective Body Suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,NDIA03LPPD,"R125,793.47",7/24/2020,2020-07-24,7/27/2020,2020-07-27,7/28/2020,2682623,1199962,"R125,793.47",2020/07,"R838,085.53",OPEN,"R838,085.53",R0.00
Limpopo Department of Health,Limpopo,191,HEALTH,Health,MAAA0315840,Ndia Business Trading Pty Ltd,2017/318414/07,,,,,0.00,R0.00,NOT APPLIC,NDIA02LPPD,"R293,373.76",7/24/2020,2020-07-24,7/27/2020,2020-07-27,7/28/2020,2682631,1199962,"R293,373.76",2020/07,"-R293,373.76",OPEN,"-R293,373.76",R0.00
Limpopo Department of Health,Limpopo,192,HEALTH,Health,MAAA0009987,Nell Holdings,2013/073071/07,Gloves,Gloves Surgical Latex,"144,000",6.90,993600.00,"R993,600.00",NOT APPLIC,NELL012LPPD,"R993,600.00",07/06/2020,2020-06-07,7/23/2020,2020-07-23,7/27/2020,2681351,1199949,"R993,600.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,193,HEALTH,Health,MAAA0789804,NMM Investment Solutions (Pty) Ltd,2017/416005/07,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,"R860,000.00",NOT APPLIC,H E DP0195/19/20LPPD,"R860,000.00",5/18/2020,2020-05-18,06/01/2020,2020-06-01,06/04/2020,2670126,1195524,"R860,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,194,HEALTH,Health,MAAA0789804,NMM Investment Solutions (Pty) Ltd,2017/416005/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,3 0 1LPPD #301,"R2,000,000.00",15/04/2020 09/04/2020,,23/04/2020 15/04/2020,,28/04/2020 15/04/2020,2660332 2658807,1192115 1189659,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,195,HEALTH,Health,MAAA0665087,NMR Industrial Services,2015/025738/07,Protective Body Suit,Disposable Protective Body Suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,2014LPPD,"R963,835.64",07/08/2020,2020-08-07,07/10/2020,2020-07-10,7/20/2020,2680012,1199925,"R963,835.64",2020/07,R43.36,CLOSED,R0.00,R43.36
Limpopo Department of Health,Limpopo,196,HEALTH,Health,MAAA0534187,North Siders Management Consultaion,2015/148000/07,Masks - Surgical,3 Ply Mask Surgical,"1,000,000",18.50,18503500.00,"R18,503,500.00",NOT APPLIC,2 0 43H/O,"R18,503,500.00",4/15/2020,2020-04-15,4/21/2020,2020-04-21,4/21/2020,2659581,1190110,"R18,503,500.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,197,HEALTH,Health,MAAA0675559,NOX Business Trading (Pty) Ltd,2017/277163/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,0 0 01DHL LPPD,"R576,450.00",06/08/2020,2020-08-06,06/09/2020,2020-06-09,06/09/2020,2671732,1195895,"R576,450.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,198,HEALTH,Health,MAAA0910887,Optics Defined Technology (Pty) Ltd,2019/455431/07,Digital Themormetres,Digital Themormetres,"3,500",1720.00,6020000.00,"R6,020,000.00",NOT APPLIC,I N V20200022LPPD,"R6,020,000.00",5/21/2020,2020-05-21,5/22/2020,2020-05-22,06/02/2020,2669334,1195539,"R6,020,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,199,HEALTH,Health,MAAA0033353,Owame Communications,2008/199365/23,Protective Body Suit,Disposable Protective Body suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,INV/DOH/LP/001/2020LPPD,"R144,662.49",07/10/2020,2020-10-07,7/16/2020,2020-07-16,7/22/2020,2680430,1199933,"R144,662.49",2020/07,"R819,216.51",CLOSED,R0.00,"R819,216.51"
Limpopo Department of Health,Limpopo,200,HEALTH,Health,MAAA0033353,Owame Communications,2008/199365/23,,,,,,R0.00,NOT APPLIC,INV/DOH/LP/003/2020LPPD,"R481,793.32",7/13/2020,2020-07-13,7/16/2020,2020-07-16,7/22/2020,2680432,1199933,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,201,HEALTH,Health,MAAA0033353,Owame Communications,2008/199365/23,,,,,,R0.00,NOT APPLIC,INV/DOH/LP/002/2020LPPD,"R337,379.82",07/10/2020,2020-10-07,7/16/2020,2020-07-16,7/22/2020,2680433,1199933,"R337,379.82",2020/07,"-R337,379.82",CLOSED,R0.00,"-R337,379.82"
Limpopo Department of Health,Limpopo,202,HEALTH,Health,MAAA0679713,Pamreth Holding,2018/502010/07,Gowns - Surgical non sterile,Surgical Gown (Non-Sterile),"16,500",96.00,1584000.00,"R1,584,000.00",NOT APPLIC,P A M001LPPD,"R1,584,000.00",6/17/2020,2020-06-17,6/19/2020,2020-06-19,6/24/2020,2674137,1196745,"R1,584,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,203,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,0 0 21LPPD,"R39,410.00",5/28/2020,2020-05-28,06/09/2020,2020-06-09,06/09/2020,2671729,1195897,"R39,410.00",2020/06,"R537,040.00",CLOSED,R0.00,"R537,040.00"
Limpopo Department of Health,Limpopo,204,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,,,,,,R0.00,NOT APPLIC,0 0 22LPPD,"R39,935.00",5/29/2020,2020-05-29,06/09/2020,2020-06-09,06/09/2020,2671724,1195897,"R39,935.00",2020/06,"-R39,935.00",CLOSED,R0.00,"-R39,935.00"
Limpopo Department of Health,Limpopo,205,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,,,,,,R0.00,NOT APPLIC,0025LPPD,"R69,300.00",06/05/2020,2020-05-06,07/06/2020,2020-07-06,07/07/2020,2677835,1198930,"R69,300.00",2020/07,"-R69,300.00",CLOSED,R0.00,"-R69,300.00"
