MANAGEMENT AREA,ITEM DESCRIPTION,NAME OF SUPPLIER,COMPANY REGISTRATION NO,"PROCUREMENT PROCESS FOLLOWED
('TRANSVERSAL CONTRACT NO/SUPPLIER
IDENTIFIED BY TREASURY/DEVIATION/
PROCUREMENT METHOD)",UNIT OF MEASURE,ORDER NUMBER,ORDER DATE,ORDER QUANTITY,UNIT PRICE,ORDER VALUE
Waterval,Full face shield (VISOR),I.H.S.,,COVID 036,EA,AC-085435,4/21/2020,1000,75,"R                           75,000.00"
,Full face shield (VISOR),HYCHEM PTY LTD,2012/045088/07,QUOTATION,EA,AC-085707,6/10/2020,600,R13.8,"R                             8,280.00"
Waterval,Protective goggles ONLY,RETROLEX,2010/015353/23,QUOTATION,EA,WV-010764,3/19/2020,150,R45.00,"R                             6,750.00"
Waterval,Protective goggles ONLY,I.H.S.,,COVID 035,EA,AC-085435,4/21/2020,300,149,"R                           44,700.00"
Waterval,Disposable aprons,CENTRAL MEDICAL (PTY) LTD,1995/003785/07,RT76-2016,EA,AC-085388,3/18/2020,100 000,R0.32,"R                           32,000.00"
Waterval,Disposable scrub suit,PROMED TECHNOLOGIES,2014/162486/07,RT76-2021,EA,AC-085414,4/8/2020,200,R 13.57,"R                             2,714.00"
EA,,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,,WV-010983,6/17/2020,2000,R17.19,"R                           34,380.00"
,Spill Kits Biological,CLASS THREE MEDCICAL,2017/535986/07,quotations,EA,AC-085716,2020.06.11,17,R1731.90,"R                           29,442.30"
Waterval,Non Sterile Golves,EVERGREEN LATEX CC,2002/057771/23,RT76-2020,EA,AC-085391,3/19/2020,10 000,R0.92,"R                             9,200.00"
Waterval,,PROMED TECHNOLOGIES,2014/162486/07,RT76-2020,EA,AC-085418,4/8/2020,20 000,R0.46,"R                             9,200.00"
Waterval,Non Sterile Golves,I.H.S.,,COVID 025,BOX,AC-085435,4/21/2020,200 x 100,278,"R                           55,600.00"
Waterval,Gloves latex disposable large,PROMED TECHNOLOGIES,2014/162486/07,RT76-2021,EA,AC-85418,4/8/2020,20 000,R1.29,"R                           25,800.00"
Waterval,Gloves latex disposable large,I.H.S.,,COVID 003,BX,AC-085435,4/21/2020,100 X 100,R 138.00,"R                           13,800.00"
Waterval,Gloves latex disposable large,I.H.S.,,COVID 006,BX,AC-085435,4/21/2020,100 X 100,R 138.00,"R                           13,800.00"
,,EVERGREEN LATEX CC,2002/057771/23,RT76-2021,EA,AC-085708,2020.06.10,300,R49.86,"R                           14,958.00"
Waterval,Temperature Scanner,DR TEMP,2013/120599/07,RT32,EA,AC-085423,4/16/2020,1000,R 7.73,"R                             7,730.00"
Waterval,Temperature Scanner,I.H.S.,,COVID 045,EA,AC-085435,4/21/2020,10,1888.5,"R                           18,885.00"
,,VPLUS TRADING,2015/338099/07,QUOTATION,EA,WV-010956,6/17/2020,20,R1447.5,"R                           28,950.00"
Waterval,Alcohol based hand sanitiser,"LOGAN MEDICAL AND SURGICAL
SUPPLIES CC",2012/056508/07,QUOTATION,EA,AC-085393,3/20/2020,1030,R189.8,"R                         195,500.00"
Waterval,,Terata Supplies,2017/469259/07,QUOTATION,EA,AC-085401,3/27/2020,245,R122.00,"R                           29,890.00"
Waterval,,UKNP TRADING,2001/005154/23,QUOTATION,EA,AC-085397,3/19/2020,60,R495.00,"R                           29,700.00"
Waterval,,"BARRS PHARMACEUTICALS (PTY)
LTD",2012/056577/07,RT-300,BT,AC-085413,4/8/2020,10 000,R 13.89,"138,900.00"
Waterval,,I.H.S.,,COVID 046,BT,AC-085435,4/21/2020,250 X 500ML,46.37,"R                           11,592.50"
Waterval,,I.H.S.,,COVID 049,BT,AC-085435,4/21/2020,40 X 25 LT,1635.45,"R                           65,418.00"
,,"BARRS PHARMACEUTICALS (PTY)
LTD",2012/056577/07,RT-300,BT,AC-085386,4/21/2020,1000X500ML,R21.92,"R                           21,920.00"
,,"JH CHEMICALS TRADING AS JAVU
HOLDINGS",2015/310741/07,QUOTATION,BT,AC-085445,4/28/2020,300X500ML,R63.25,"R                           18,975.00"
,,"BARRS PHARMACEUTICALS (PTY)
LTD",2012/056577/07,RT 300,LT,AC -085717,6/22/2020,500MLX4000,R14.01,"R                           56,040.00"
,,"HONEY BEE TRADE AND INVEST PTY
LTD",2015/376173/07,QUOTATION,LT,AC-085718,6/26/2020,260X5 (1300),R340.00,"R                           88,400.00"
Waterval,Surgical scrub 500ml,"HOSPITAL EQUIPMENT
MANUFACTRURER PTY LTD",2000/000651/07,QUOTATION,BT,AC-085431,4/16/2020,400X500ML,R 58.8,"R                           23,520.00"
,Surgical scrub 5LT,"BARRS PHARMACEUTICALS (PTY)
LTD",2012/056577/07,RT 300,LT,AC-085717,6/22/2020,400X5LT,R155.18,"R                           62,072.00"
Waterval,Biocide D / Bleach,SNOTHILE BESUTHU,2016/357629/07,QUOTATION,LT,AC-085432,4/17/2020,10X25LT,R12.8,"R                             3,200.00"
,,INSPEC -A PEST,2007/009937/23,"EMAILDD 2020.04.14 BD 25 FROM RC MR
MATHENJWA WB ?",LT,WV-010990,2020.06.15,570,R207.00,"R                         117,990.00"
,,TIMTAKEOVAL PTY LTD,2017/234792/07,QUOTATION,LT,AC-085729,2020.07.20,1500LT,R383.33,"R                           23,000.00"
,Bleach,HYCHEM PTY LTD,2012/045088/07,QUOTATION,LT,AC-085706,2020.06.09,1500LT,R17.48,"R                           26,220.00"
Waterval,Paper towels,PROMED TECHNOLOGIES,2014/162486/07,RT 14111703-00008,RA,AC-085392,3/19/2020,1000,R55.75,"R                           55,750.00"
,,PROMED TECHNOLOGIES,2014/162486/07,RT 14111703-00008,RA,AC-085419,4/14/2020,2000,R55.76,"R                         111,500.00"
,,PROMED TECHNOLOGIES,2014/162486/07,RT232-2019,RA,WV-010983,6/7/2020,5000,18.84,"R                           94,200.00"
Waterval,Heavy duty rubber cleaning glove,TCC CHEMICALS,2002/029401/23,QUOTATION,PR,WV-010765,3/19/2020,600,R30.00,"R                           18,000.00"
,Heavy duty rubber cleaning glove,KHULAMBULAZI,2019/181820/07,QUOTATION,PR,AC-085428,4/16/2020,500,R 34.00,"R                           17,000.00"
Waterval,Cooler Box 2liters,"BOTHALE PROJECTS AND
CONSTRUCTIONS",2017/377599/07,QUOTATION,EA,AC-085430,4/16/2020,10,R 196.57,"R                             1,965.70"
Waterval,Spray Bottles (2 liters),"BOTHLALE PROJECTS AND
CONSTRUCTION PTY LTD",2017/377599/07,QUOTATION,EA,AC-085420,4/14/2020,500X2LT,R 12.42,"R                             6,210.00"
,Spray Bottles,I.H.S.,,COVID 054,EA,AC-085435,4/21/2020,300X500ML,24.3,"R                             7,290.00"
,,INSPEC -A PEST,2007/009937/23,"EMAILDD 2020.04.14 BD 25 FROM RC MR
MATHENJWA WB (ITS CORRECT?",EA,WV-010927,6/4/2020,2,402.5,R                                805.00
Waterval,Plastic Covered Matresses,SA INDUSTRIAL SUPPLIES,2017/000098/07,QUOTATION,EA,AC-085429,4/16/2020,200,R 109.87,"R                           21,974.00"
Waterval,Disposable Linen,PROMED TECHNOLOGIES,2014/162486/07,RT32,EA,AC-085424,4/16/2020,5000,R 2.18,"R                           10,900.00"
,,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,EA,WV-010983,6/17/2020,5000,2.18,"R                           10,900.00"
Waterval,Disposable coverall suits,ALFREHUTCH TRADING CC,2008/130764/23,RTCOVID19-014,EA,AC-085395,3/20/2020,1000,R89.76,"R                           89,760.00"
Waterval,Disposable coverall suits,I.H.S.,,COVID 041,EA,AC-085435,4/21/2020,200,300.11,"R                           60,022.00"
Waterval,Disposable coverall suits,I.H.S.,,COVID 042,EA,AC-085435,4/21/2020,200,300.11,"R                           60,022.00"
Waterval,Tongue Depressor,EVERGREEN LATEX CC,2002/057771/23,RT76-2020,BOX,AC-085415,4/8/2020,300,8.68,"R                             2,604.00"
,,EVERGREEN LATEX CC,2002/057771/23,RT32-2019,BX,AC-085712,2020.06.10,50,R8.68,R                                434.00
Waterval,Matress Cover for hospitals,"HOSPITAL EQUIPMENT
MANUFACTRURER PTY LTD",2000/000651/07,RT24,EA,AC-085433,4/21/2020,120,R563.12,"R                           67,574.40"
Waterval,Batteries / Thermoscan probes,"MZUZOVAMA HLULUWE CRESSECT
NO 26 NLCANDU PARK NEWCASTLE",2017/470194/07,QUOTATION,EA,AC-085402,3/25/2020,30,R35.76,"R                             2,146.00"
Waterval,Batteries / Thermoscan probes,"MZUZOVAMA HLULUWE CRESSECT
NO 26 NLCANDU PARK NEWCASTLE",2017/470194/07,QUOTATION( NOT FOUND),EA,WV-010401,3/25/2020,100,R179.2,"R                           17,920.00"
Waterval,Linen Savers,"LOGAN MEDICAL AND SURGICAL
SUPPLIES CC",2012/056508/07,RT32,EA,AC-085416,4/8/2020,5000,R0.78,"R                             3,900.00"
Waterval,Brush Surgical Sterile (single use),"LOGAN MEDICAL AND SURGICAL
SUPPLIES CC",2012/056508/07,RT32,EA,AC-085425,4/16/2020,1000,R3.01,"R                             3,010.00"
Waterval,Over shoe non woven (single use),I.H.S.,,COVID 044,BX,AC-085435,4/21/2020,5 X 100,130,R                                650.00
,,KKAP MDICAL SUPPLIES,,RT32,BOX,AC-085426,4/16/2020,1000,21,"R                           21,000.00"
Waterval,Sleeve protector (single use),MEDI-CORE TECHNOLOGIES,2013/198711/07,RT32,EA,AC-085427,4/16/2020,10 000,R0.22,"R                             2,200.00"
Waterval,Drip stand mobile,NEW HORIZON METALS CC,2000/007991/23,RT24,EA,AC-085434,4/21/2020,4,560.64,"R                             2,242.56"
Waterval,Petal bins stainless steel,SNOTHILE BESUTHU,2016/357629/07,QUOTATION,EA,AC-085438,20200420,50,300,"R                           15,000.00"
Waterval,Red plastic bags (biohazerdous bags),I.H.S.,,COVID 050,EA,AC-085435,4/21/2020,300,1.8,R                                540.00
Waterval,Anti-Bacterial liquid soap,SAMAZULU,2018/560743/07,QUOTATION,25LT,AC-085200,4/14/2020,200 LT,1875,"R                           15,000.00"
Waterval,Sanitizer (mounted),SNOTHILE BESUTHU,2016/357629/07,QUOTATION,EA,AC-085437,4/22/2020,29,R1000.00,"R                           29,000.00"
Waterval,Soap dispenser (mounted),"BOTHLALE PROJECTS AND
CONSTRUCTION PTY LTD",2017/377599/07,QUOTATION,EA,AC-085436,4/22/2020,22,R887.28,"R                           19,520.00"
,,PHUME ENHLE PTY LTD,2015/252383/07,QUOTATION,EA,AC-085439,4/22/2020,70,R426,"R                           29,820.00"
,,PN MEDICAL,2007/031947/07,QUOTATION,EA,WV-010871,2020.05.14,124,932.33,"R                         115,609.50"
,Service waste removal,CENTRAL MEDICAL (PTY) LTD,1995/003785/07,QUOTATION,EA,WV-010796,4/22/2020,1,12588.35,"R                           12,588.35"
,Face Coth Masks for Officials,SHONGOLOLO PRINTERS,2015/061732/07,QUOTATION,EA,AC-085447,5/5/2020,1250,R24.00,"R                           30,000.00"
,HB Meter,TRIPHARMA,2013/179232/07,QUOTATION,EA,WV-010865,5/12/2020,12,R1386.47,"R                           16,637.64"
,Stand Wash Hand Steel ( Sani Stand),COSMOS,2001/005154/23,QUOTATION,EA,WV-010877,5/14/2020,29,R890.00,"R                           25,810.00"
,Spray Bottle Knapsak Spuite,BKB UTRECHT,,QUOTATION,EA,WV-010867,5/13/2020,15,R333.01,"R                             4,995.15"
,"DECONTEMINATION OF Hospital, Club and SCM
WATERVAL",DNA FUMIGATION SERIVES,7304015463085,QUOTATION,SQUARE METER,AC-085398,2020.03.23,Service,R15000.00,"R                           15,000.00"
,"DECONTEMINATION OF ADMIN BLOCK  AC Office
WATERVAL",DNA FUMIGATION SERIVES,7304015463085,QUOTATION,SQUARE METER,AC-085721,7/9/2020,Service,R2499.99,"R                             2,499.99"
,"DECONTEMINATION OF ADMIN BLOCK NEWCASTLE
PRISON",DNA FUMIGATION SERIVES,7304015463085,QUOTATION,SQUARE METER,AC-085722,7/10/2020,Service,R3.90625,"R                             1,437.50"
,"DECONTEMINATION OF CORRECTIONAL CENTRE MED B
WATERVAL",KHULAMBULAZI PROJECTS,2019/181820/07,QUOTATION,"SQUARE METER:
Hospital, Unit A, Unit
B and Kitchen",AC-085726,2020.07.16,Service,R6500.00,"R                             6,500.00"
,"DECONTEMINATION OF CORRECTIONAL CENTRE MED A
WATERVAL",KHULAMBULAZI  PROJECTS,2019/181820/07,QUOTATION,"SQUARE METER:
975m2, 23 Offices
incl Toilets",AC-085727,2020.07.17,Service,R6000.00,"R                             6,000.00"
,"DECONTEMINATION OF CORRECTIONAL CENTRE CLUB
BUILDING, TRAINING CENTRE AND OFFICES WATERVAL",UNI TRADE SPECIALSTS,1998/030161/23,QUOTATION,"SQUARE METER:
2890 M2",AC-085730,2020.07.27,Service,R7360.00,"R                             7,360.00"
DECONTEMINATION OF CORRECTIONAL CENTRE,DNA FUMIGATION SERIVES,7304015463085,QUOTATION,SQUARE METER:,AC-085734,2020.07.31,Service,R2415.00,R,"2,415.00"
UTRECHT WATERVAL,,,,"1023M2 : 15 Offices,",,,,,,
,,,,"cells, Kitchen, Toilets,",,,,,,
,,,,Ablutions and,,,,,,
,,,,Hospital Section,,,,,,
DECONTEMINATION OF SCM OFFICES  WATERVAL,UNI TRADE SPECIALSTS,1998/030161/23,QUOTATION,SQUARE,AC-085735,2020.07.31,Service,R2300.00,R,"2,300.00"
,,,,METER;908M2,,,,,,
TOTAL AMOUNT,,,,,,,,,R,"26,434,006.23"
