EASTERN CAPE REGION,,,,,,,,,,,
MANAGEMENT AREA,ITEM DESCRIPTION,SUPPLIER NAME,"COMPANY
REGISTRATION NO",PROCUREMENT PROCESS FOLLOWED,ORDER DATE,ORDER AMOUNT,,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURFACE SANITIZER 70% ALOCOHOL,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/21/2020,"R                       28,275.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS N95-PARTIAL DELIVERY,LIORA MEDICAL SUPPLIERS,2011/013434/23,RT32-2019,3/18/2020,"R                       11,235.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",HAND SANITIZERS 70% ALCOHOL,LECHOBA MEDICAL TECHNOLOGIE,2005/044442/07,RTCOVID,3/20/2020,"R                       30,375.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL MASKS,CHEMICAL WORLD CC,2019/253242/07,RT32-2019,3/18/2020,"R                     224,250.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",DISPOSABLE APRONS,CENTRAL MEDICAL,1995/003785/07,RT 32-2019 :CANCELLED DUE TO NO STOCK.,3/18/2020,"R                         3,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES EXAMINATIONS NON STERILE LARGE,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,3/19/2020,"R                       46,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES EXAMINATIONS NON STERILE X-LARGE,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,3/19/2020,"R                       46,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SPRAYER 16LT XP JATCO,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/15/2020,"R                       11,887.47",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SANNITIZERS 70% 500ML ALCOHOL,BARRS PHARMACITICAL,2012/056577/07,RT300-2017,3/18/2020,"R                         2,368.50",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",CHLORHEXIDINE 4% SURGICAL SCRUB 500ML,BARRS PHARMACITICAL,2012/056577/07,RT300-2017,3/19/2020,"R                       21,150.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",HAND PAPER TOWELS,PROMED TECHNOLOGIES,2014/162486/07,RT 14 - CANCELLED DUE TO NO STOCK.,3/19/2020,"R                         2,787.50",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS SURGICAL,QUALITY MEDICAL SUPPLIERS,2003/019966/23,RTCOVID,3/20/2020,"R                     155,250.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",FULL FACE SHIELD GOOGLES,ARC TECHNOLOGY,2017/162066/07,RTCOVID,3/20/2020,"R                       11,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL GOWNS NON WOOVEN,LOGAN MEDICAL AND SURGICAL S,2P0P1L2IE/R0S56508/07,RT32-2019,3/20/2020,"R                       10,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",DISPOSABLE GOWNS-OUTSTANDING,LOGAN MEDICAL AND SURGICAL S,2P0P1L2IE/R0S56508/07,RT32-2019,3/18/2020,"R                         4,025.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS FACE WASHABLE,STRVING MIND TRADING62CC,2010/020427/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/12/2020,"R                       55,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS FFP1 (120 BX),LENONG GENERAL PROJECTS,2018/469949/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/4/2020,"R                       24,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL GLOVES,LENONG GENERAL PROJECTS,2018/469949/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/4/2020,"R                         5,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",TEMPERATURE SCANNERS INFRARED,YA BATHO TRAVEL AND EVENTS M,2N0A0G9/E0M24E7N2T8/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/7/2020,"R                       28,800.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",16 LITER SPRAYER XP JATCO,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/14/2020,"R                       11,887.87",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL MASK-BIDVEST STEINER,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         1,290.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES LATEX-AQUA MEDICAL,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         1,035.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",70% ALCOHOL HAND BASED SANITISER,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         5,609.20",,,,,
Klerksdorp,Diagnostic Set Universal (ENT Set),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       30,000.00",,,,,
Klerksdorp,Rossmax (BP Monitoring Machine),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       15,000.00",,,,,
Klerksdorp,Contour (Gloco Metre ),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                         8,000.00",,,,,
Klerksdorp,Nebmiko (Nebulizer),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                         6,000.00",,,,,
Klerksdorp,Fibre Optic (Laryngoscope),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       15,000.00",,,,,
Witbank,Surgical masks. No branding,Ndzalama Enterprise,2015/052123/07,Price quotation,3/30/2020,"R                      30,000.00",,,,,
Witbank,Surgical masks. No branding,Ndzalama Enterprise,2015/052123/07,Price quotation,3/25/2020,"R                      20,000.00",,,,,
Witbank,Surgical masks. No branding,MRM Consulting,2015/422861/07,Price quotation,4/7/2020,"R                      29,700.00",,,,,
Witbank,Surgical masks. No branding,Melon Finance,2016/201254/07,Price quotation,4/21/2020,"R                      29,920.00",,,,,
Witbank,Surgical masks. No branding,Malmat Consulting,2013/216160/07,Price quotation,4/1/2020,"R                      29,920.00",,,,,
Witbank,Surgical masks. No branding,Dyna MM Holdings,2017/453183/07,Price quotation,4/20/2020,"R                      29,450.00",,,,,
Witbank,Surgical masks. No branding,Masedi Star Traiding Projects,2012/077477/07,Price quotation,4/20/2020,"R                      29,450.00",,,,,
Witbank,Surgical masks. No branding,Kgaoza Trading,2018/023042/07,Price quotation(cancelled),4/21/2020,"R                      29,906.40",,,,,
Witbank,N95 masks. No branding,Blazetronics,2020/020418/07,Price quotation,3/25/2020,"R                      14,625.00",,,,,
Witbank,Dust masks. No branding,C Dimorerwa,2016/290493/07,Price quotation,3/30/2020,"R                      29,250.00",,,,,
Witbank,Pine Gel. No branding,Agela Trading,2009/229370/23,Price quotation,4/24/2020,"R                      25,600.00",,,,,
Witbank,Pine Gel. No branding,Goamose Trading,2019/309212/07,Price quotation,4/7/2020,"R                      15,000.00",,,,,
Witbank,Washable cloth masks. No branding,African BA Tlakoa,2012/220636/07,Price quotation,5/6/2020,"R                      29,900.00",,,,,
Witbank,Disposable Gown. No branding,PROMED,2014/1624486/07,RT32-2019,3/23/2020,"R                        6,575.80",,,,,
Witbank,Disposable Gown. No branding,PROMED,2014/1624486/07,RT32-2019,4/1/2020,"R                        6,575.80",,,,,
Witbank,Full face shield (Protective goggles). No branding,Thobalwa Traiding Pty Ltd,2016/096951/07,Price quotation,3/24/2020,"R                      17,206.00",,,,,
Witbank,Disposable aprons. No branding,Central Medical Pty Ltd,1995/003785/07,Price quotation,3/25/2020,"R                        1,280.00",,,,,
Witbank,Gloves latex disposable. No branding,Promed Technologies,2014/1624486/07,"Ntonal treasury contract,RT76-2020",4/17/2020,"R                        4,600.00",,,,,
Witbank,Gloves latex disposable. No branding,Zeelwa Trading,2012/079149/07,Price quotation,3/26/2020,"R                      14,009.00",,,,,
Witbank,Gloves latex disposable. No branding,NS Sila Company Pty,2020/100032/07,Price quotation,4/9/2020,"R                        8,925.00",,,,,
Witbank,Gloves latex disposable. No branding,Anemone Projects,2017/225714/07,Price quotation,4/14/2020,"R                      28,000.00",,,,,
Witbank,Gloves latex disposable. No branding,Promed,2014/1624486/07,RT14-2019,4/15/2020,"R                      46,600.00",,,,,
Witbank,Gloves latex disposable. No branding,Geomat & Projects Pty LTD,2017/074716/07,Price quotation,4/7/2020,"R                      28,000.00",,,,,
Witbank,Temperature Scanner. No branding,Ecomed Medical,2016/084766/07,National treasury RT300-2017,3/23/2020,"R                        1,814.50",,,,,
Witbank,Temperature Scanner. No branding,Majamela Holdings,2019/176225/07,Price quotation,3/23/2020,"R                      29,565.00",,,,,
Witbank,Temperature Scanner. No branding,TRIPharma Pty Ltd,2013/179232/07,Price quotation,4/8/2020,"R                      20,997.55",,,,,
Witbank,Temperature Scanner. No branding,Isibane traning Academy,2016/481835/07,Price quotation,4/8/2020,"R                      28,692.50",,,,,
Witbank,Alcohol based hand sanitiser. Hand scrub and hand rub. No branding,Bars Pharma,2012/056577/07,National treasury RT300-2017,4/1/2020,"R                      49,230.00",,,,,
Witbank,Alcohol based hand sanitiser. Hand scrub and hand rub. No branding,Bars Pharma,2012/056577/07,National treasury RT300-2017,4/17/2020,"R                      65,760.00",,,,,
Witbank,Alcohol based hand sanitiser. Hand scrub and hand rub. No branding,Barrs Pharmaceutical,2012/056577/07,National treasury RT300-2017,4/16/2020,"R                      32,880.00",,,,,
Witbank,Biocide D / Bleach. No branding,Thobalwa Trading,2016/096951/07,Price quotation,4/1/2020,"R                      17,388.00",,,,,
Witbank,Biocide D / Bleach. No branding,Mashphoniq investments,2019/067737/07,Price quotation,4/3/2020,"R                      15,657.20",,,,,
Witbank,Biocide D / Bleach. No branding,Engymak,2011/009359/23,Price quotation,4/7/2020,"R                      25,000.00",,,,,
Witbank,Biocide D / Bleach. No branding,VULANOBHETHE,2018/228444/07,Price quotation,4/20/2020,"R                      18,600.00",,,,,
Witbank,Methylated spirit. No branding,KAP TRADING,2018/525484/07,Price quotation,4/17/2020,"R                        9,600.00",,,,,
Witbank,Paper towels. No branding,Promed,2014/1624486/07,"Ntonal treasury contract,RT14-2019",3/26/2020,"R                      26,250.00",,,,,
Witbank,Paper towels. No branding,Promed,2014/1624486/07,"Ntonal treasury contract,RT14-2019",4/2/2020,"R                      26,250.00",,,,,
Witbank,Paper towels. No branding,Promed,2014/1624486/07,"Ntonal treasury contract,RT14-2019",4/7/2020,"R                      31,500.00",,,,,
Witbank,Paper Towel Dispenser. No branding,Shosho Industrial,2003/009940/03,Price quotation,4/9/2020,"R                      14,855.00",,,,,
Witbank,Rubber boots (Gumboots). No branding,MVN Holdings,2016/212114/07,Price quotation,3/24/2020,"R                      25,998.00",,,,,
Witbank,Spill kits biological. No branding,Lihone Investment,2018/400561/07,Price quotation,3/24/2020,"R                      14,415.00",,,,,
Witbank,Spray Bottles. No branding,Ike Chemicals Traiding & Projects,2005/151627/23,Price quotation,4/1/2020,"R                        1,000.00",,,,,
Witbank,Spray Bottles. No branding,Hinterland SA (Pty) Ltd,2012/035806/07,Price quotation,4/15/2020,"R                        1,819.30",,,,,
Witbank,Disposable Linen . No branding,PROMED,2014/1624486/07,"Ntonal treasury contract,RT14-2019",4/24/2020,"R                        4,360.00",,,,,
Witbank,Disposable Linen . No branding,Dlakadla Image Holding,2017/440256/07,Price quotation,3/31/2020,"R                      20,180.00",,,,,
Witbank,N1BP + SPO2 monitor on trolley. No branding,Class Three Medical Solution,2017/535986/07,"National treasury contract,RT297-2019",4/27/2020,"R                      92,092.00",,,,,
Witbank,HB Meter. No branding,Transpharm,1994/006582/07,wholesale,4/27/2020,"R                        9,068.79",,,,,
Witbank,Stethoscope. No branding,Bioclin Solutions,199/046282/23,Price quotation,4/27/2020,"R                        1,907.80",,,,,
Witbank,Nebulizer. No branding,Transpharm,1994/006582/07,wholesale,4/27/2020,"R                        4,114.13",,,,,
Witbank,Flu Vaccine. No branding,Kahma Biotech Pty Ltd,1997/014365/07,Price quotation,3/31/2020,"R                      23,958.00",,,,,
Witbank,Flu Vaccine. No branding,Kahma Biotech Pty Ltd,1997/014365/07,Price quotation,4/23/2020,"R                      15,972.00",,,,,
Witbank,Disinfectant (Black Dip). No branding,Ike Chemicals Traiding & Projects,2005/151627/23,Price quotation,3/31/2020,"R                      28,800.00",,,,,
Witbank,Disinfectant (Black Dip). No branding,Entandweni Projects,2019/3230707/07,Price quotation,5/1/2020,"R                      23,400.00",,,,,
Witbank,Heavy duty gloves. No branding. No branding,Bclean,2019/550612/07,Price Qoutation,3/25/2020,"R                      21,037.50",,,,,
Witbank,Wall Unit hand free sanitizer. No branding,Isibane Trading Academy,2016/481835/07,Price quotation,4/8/2020,"R                        9,918.75",,,,,
Witbank,Bath Soaps. No branding,Maroala Enterprise,2013/212542/07,Price quotation,3/30/2020,"R                      29,265.00",,,,,
Witbank,Bath Soaps. No branding,Phalama Protection,2016/176993/07,Price quotation,3/30/2020,"R                      26,970.00",,,,,
Witbank,Bath Soaps. No branding,Munyamani Holdings,2017/408887/07,Price quotation,4/9/2020,"R                      27,500.00",,,,,
Witbank,Sanitizer . No branding,Livijo Investment,2018/400575/05,Price quotation,3/26/2020,"R                      29,975.00",,,,,
Witbank,Sanitizer . No branding,Mathasi Traiding,2015/040400/07,Price quotation,3/30/2020,"R                      27,900.00",,,,,
Witbank,Sanitizer . No branding,M Logistics Pty Ltd,2017/165614/07,Price quotation,3/31/2020,"R                      29,950.00",,,,,
Witbank,Sanitizer. No branding,Vhakololo Holdings,2017/224212/07,Price quotation,3/31/2020,"R                      29,950.00",,,,,
Witbank,Sanitizer. No branding,"Good Manners Trading and
Projects",2009/210617/23,Price quotation,4/1/2020,"R                      28,750.00",,,,,
Witbank,Sanitizer. No branding,Applex Projects,2013/046365/07,Price quotation,4/2/2020,"R                      28,750.00",,,,,
Witbank,Sanitizer. No branding,Mmalesedi Investments,2018/517769/07,Price quotation,4/2/2020,"R                      30,000.00",,,,,
Witbank,Sanitizer. No branding,Ndzalama Enterprise,2015/052123/07,Price quotation,3/30/2020,"R                      30,000.00",,,,,
Witbank,Sanitizer. No branding,Keole Trading Enterprise,2011/065198/23,Price quotation,4/9/2020,"R                      29,450.00",,,,,
Witbank,Sanitizer. No branding,Rhyson,2020/140716/07,Price quotation,4/9/2020,"R                      28,997.50",,,,,
Witbank,Red refuse bag heavy duty. No branding,Pearl bush,2017/228196/07,Price quotation,4/15/2020,"R                        3,200.00",,,,,
Thohoyandou,Hand wipes,LC Palesa Project and services,2017/132166/07,price quotation,23/03/2020,"R                       26,000.00",,,,,
Thohoyandou,Scaner,LC Palesa Project and services,2017/132166/07,price quotation,20/03/2020,"R                         6,970.00",,,,,
Thohoyandou,Surgical gloves,Promed technologies,2014/098098/07,RT32-2019,18/03/2020,"R                         3,680.00",,,,,
Thohoyandou,N95 Mask,Leora Medical,2017/162066/07,RT32-2019,23/03/2020,"R                       14,980.00",,,,,
Thohoyandou,Scrub Suit Non-Sterile,Evergreen,2002/057771/23,RT76-2020,20/02/2020,"R                       11,840.00",,,,,
Thohoyandou,Surgical gown Medium,Evergreen,2002/057771/23,RT76-2020,20/02/2020,"R                       11,841.00",,,,,
Thohoyandou,Surgical gown Large,Evergreen,2002/057771/23,RT76-2020,20/02/2020,"R                         2,960.00",,,,,
Thohoyandou,Scrub Suit Long Sleeve Medium,Evergreen,2002/057771/23,RT76-2020,20/02/2020,"R                         2,961.00",,,,,
Thohoyandou,thermometer  infrared & Battery,Kingdom and Devine Trading & Pro,2e0ct10/065902/23,"price quotation,  deviation approved",20/03/2020,"R                         5,520.00",,,,,
Thohoyandou,Safety Boots,BBF Safety Group,2014/095914/07,RT59-2019,20/03/2020,"R                         9,861.00",,,,,
Thohoyandou,Safety Boots,BBF Safety Group,2014/095914/07,RT59-2019,20/03/2020,"R                         9,861.00",,,,,
Thohoyandou,Safety Boots,BBF Safety Group,2014/095914/07,RT59-2019,20/03/2020,"R                         3,287.00",,,,,
Thohoyandou,Safety Boots,BBF Safety Group,2014/095914/07,RT59-2019,20/03/2020,"R                         1,643.50",,,,,
Thohoyandou,Heavy Duty Gloves,BARRS PHARMACEUTICAL,2012/056577/07,RT300-2017,20/03/2020,"R                       44,316.00",,,,,
Thohoyandou,Surgical masks,BARRS PHARMACEUTICAL,,RT300-2017,20/03/2020,"R                       86,792.00",,,,,
Thohoyandou,Scanner,Dikgabiso,2010/096072/23,price quotation,23/03/2020,"R                         6,000.00",,,,,
Thohoyandou,Face Mask,Dikgabiso,2010/096072/23,price quotation,23/03/2020,"R                       13,495.00",,,,,
Thohoyandou,Overrall,Fulufulu trading and project,2013/077571/07,"price quotation,  deviation approved",25/03/2020,"R                     226,200.00",,,,,
Thohoyandou,Goggles,Fulufulu trading and project,2013/077571/07,"price quotation,  deviation approved",25/03/2020,"R                     150,000.00",,,,,
Thohoyandou,Spactecles,Fulufulu trading and project,2013/077571/07,"price quotation,  deviation approved",25/03/2020,"R                       48,950.00",,,,,
Thohoyandou,N95 Mask,Fulufulu trading and project,2013/077571/07,"price quotation,  deviation approved",25/03/2020,"R                       65,000.00",,,,,
Thohoyandou,Pape towel,Promed technologies,2017/162066/07,RT14-2019,20/03/2020,"R                       31,576.00",,,,,
Thohoyandou,Scrub Suit Non-Sterile,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,20/03/2020,"R                         4,071.00",,,,,
Thohoyandou,Surgical gown,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,20/03/2020,"R                       16,198.00",,,,,
Thohoyandou,Surgical gown,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,20/03/2020,"R                       30,979.00",,,,,
Thohoyandou,Surgical gown,Logan Medical,2012/056508/07,RT32-2019,23/03/2020,"R                       19,160.00",,,,,
Thohoyandou,Scrub Suit Long Sleeve Medium,Logan Medical,2012/056508/07,RT32-2019,23/03/2020,"R                         5,545.60",,,,,
Thohoyandou,Heavy duty gloves,"Kingdom and Devine Trading &
Project",2010/065902/23,"price quotation,  deviation approved",20/03/2020,"R                         3,500.00",,,,,
Thohoyandou,Water Bottle Dispenser 25L,Thohoyandou Farm City,2016/368421/07,price quotation,20/03/2020,"R                         9,020.00",,,,,
Thohoyandou,Spray Bottle 2L,Thohoyandou Farm City,2016/368421/07,price quotation,20/03/2020,"R                         8,684.00",,,,,
Thohoyandou,Plastic Apron,Central MedicalL (pty) ltd,1995/003785/07,RT32-2019,20/03/2020,"R                         8,000.00",,,,,
Thohoyandou,Overshoe single use,"Medical International
Orthopaedic",2007/023366/23,RT32-2019,23/03/2020,"R                         4,230.60",,,,,
TOTAL AMOUNT,,,,"R               1 1,095,455.88",,,,,,,
