Vote,Department,Description,Entity Name,CSD Supplier Number,Payment Amount,Commitment Amount,Total Expenditure
6,Vote 6 : Health,IQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (75 SAM,Ilex South Africa ,- ,"R11,350.50 ",R0.00 ,"R11,350.50 "
6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (150 SA,Ilex South Africa ,- ,"R12,898.40 ",R0.00 ,"R12,898.40 "
6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (300 SA,Ilex South Africa ,- ,"R14,271.50 ",R0.00 ,"R14,271.50 "
6,Vote 6 : Health,CVP MULTILEVEL (20 X 2.5ML) 4 LEVELS (FR) ,Ilex South Africa ,- ,"R3,783.50 ",R0.00 ,"R3,783.50 "
6,Vote 6 : Health,"Syringes for Arterial Blood Gas 3ml, Luer Lok (100) ",Ilex South Africa ,- ,"R6,044.40 ",R0.00 ,"R6,044.40 "
6,Vote 6 : Health,GEM 3500/4000 PRINTER PAPER (1 x 5 PACK ) ,Ilex South Africa ,- ,R566.95 ,R0.00 ,R566.95 
6,Vote 6 : Health,LIQUID HAND SANITISER 5l ,Indigo Brands ,MAAA0902049 ,"R999,994.00 ",R0.00 ,"R999,994.00 "
6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480 ,"R219,023.82 ",R0.00 ,"R219,023.82 "
6,Vote 6 : Health,Thermometer ear ,INTERMED ,MAAA0162480 ,"R1,239,140.00 ",R0.00 ,"R1,239,140.00 "
6,Vote 6 : Health,Sphygmanometer on roll stand ,INTERMED ,MAAA0162480 ,"R101,200.00 ",R0.00 ,"R101,200.00 "
6,Vote 6 : Health,Monitor vital signs ,INTERMED ,MAAA0162480 ,"R144,064.35 ",R0.00 ,"R144,064.35 "
6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480 ,"R294,325.60 ",R0.00 ,"R294,325.60 "
6,Vote 6 : Health,Thermometer ear ,INTERMED ,MAAA0162480 ,"R1,000,240.00 ",R0.00 ,"R1,000,240.00 "
6,Vote 6 : Health,Thermometer (Infrared) ,INTERMED ,MAAA0162480 ,"R90,850.00 ",R0.00 ,"R90,850.00 "
6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480 ,"R84,535.30 ",R0.00 ,"R84,535.30 "
6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480 ,"R169,070.61 ",R0.00 ,"R169,070.61 "
6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480 ,"R169,070.61 ",R0.00 ,"R169,070.61 "
6,Vote 6 : Health,DECANTING OF LIQUID SANITISER ,Isepa Cleaning ,MAAA0332596 ,"R67,500.00 ",R0.00 ,"R67,500.00 "
6,Vote 6 : Health,"Bedpan, Support pulp ",K2 Medical ,MAAA0121986 ,"R5,863.00 ",R0.00 ,"R5,863.00 "
6,Vote 6 : Health,"Bowl, medical pulp ",K2 Medical ,MAAA0121986 ,"R86,968.00 ",R0.00 ,"R86,968.00 "
6,Vote 6 : Health,"Cover, Bedpan pulp ",K2 Medical ,MAAA0121986 ,"R49,352.00 ",R0.00 ,"R49,352.00 "
6,Vote 6 : Health,"Cover, Bowl pulp ",K2 Medical ,MAAA0121986 ,"R85,602.00 ",R0.00 ,"R85,602.00 "
6,Vote 6 : Health,"Cover, slipperpan pulp ",K2 Medical ,MAAA0121986 ,"R87,608.00 ",R0.00 ,"R87,608.00 "
6,Vote 6 : Health,Kidney Bowl pulp ,K2 Medical ,MAAA0121986 ,"R55,006.00 ",R0.00 ,"R55,006.00 "
6,Vote 6 : Health,"Liner, bedpan pulp ",K2 Medical ,MAAA0121986 ,"R147,236.00 ",R0.00 ,"R147,236.00 "
6,Vote 6 : Health,Macerator / Waste Disposal Machine ,K2 Medical ,MAAA0121986 ,"R368,936.00 ",R0.00 ,"R368,936.00 "
6,Vote 6 : Health,Plinth ,K2 MEDICAL ,MAAA0121986 ,"R37,094.40 ",R0.00 ,"R37,094.40 "
6,Vote 6 : Health,"Slipper, Bedpan, cover pulp ",K2 Medical ,MAAA0121986 ,"R3,749.20 ",R0.00 ,"R3,749.20 "
6,Vote 6 : Health,"Slipper, Midi, bedpan pulp ",K2 Medical ,MAAA0121986 ,"R166,920.00 ",R0.00 ,"R166,920.00 "
6,Vote 6 : Health,"Urinal, male pulp ",K2 Medical ,MAAA0121986 ,"R224,596.00 ",R0.00 ,"R224,596.00 "
6,Vote 6 : Health,Macerator / Waste Disposal Machine ,K2 MEDICAL ,MAAA0121986 ,"R368,936.00 ",R0.00 ,"R368,936.00 "
6,Vote 6 : Health,Boot Covers ,K2020242405 T/A MOZAK TRADE ,MAAA0926698 ,"R51,600.00 ",R0.00 ,"R51,600.00 "
6,Vote 6 : Health,Boot Covers ,K2020242405 T/A MOZAK TRADE ,MAAA0926698 ,"R45,200.00 ",R0.00 ,"R45,200.00 "
6,Vote 6 : Health,SHOE COVER ,K2020242405 T/A Mozak Trade ,MAAA0926698 ,"R27,800.00 ",R0.00 ,"R27,800.00 "
6,Vote 6 : Health,Cleaning trolley ,KARCHER (ITS) ,MAAA0128359 ,"R166,462.50 ",R0.00 ,"R166,462.50 "
6,Vote 6 : Health,Mops colour coded ,KARCHER (ITS) ,MAAA0128359 ,"R35,374.00 ",R0.00 ,"R35,374.00 "
6,Vote 6 : Health,Sanitizer stand ,KARCHER (ITS) ,MAAA0128359 ,"R10,177.50 ",R0.00 ,"R10,177.50 "
6,Vote 6 : Health,Scrubbing Machine ,KARCHER (ITS) ,MAAA0128359 ,"R128,512.50 ",R0.00 ,"R128,512.50 "
6,Vote 6 : Health,Wringer trolley ,KARCHER (ITS) ,MAAA0128359 ,"R10,056.75 ",R0.00 ,"R10,056.75 "
6,Vote 6 : Health,High pressure cleaner / Disinfector ??? ,KARCHER (ITS) ,MAAA0128359 ,"R45,954.00 ",R0.00 ,"R45,954.00 "
6,Vote 6 : Health,Cleaning trolley ,KARCHER (ITS) ,MAAA0128359 ,"R133,170.00 ",R0.00 ,"R133,170.00 "
6,Vote 6 : Health,Wet floor signs ,KARCHER (ITS) ,MAAA0128359 ,"R4,053.78 ",R0.00 ,"R4,053.78 "
6,Vote 6 : Health,Sanitizer stand ,KARCHER (ITS) ,MAAA0128359 ,"R69,862.50 ",R0.00 ,"R69,862.50 "
6,Vote 6 : Health,Vacuum Cleaner ,KARCHER (ITS) ,MAAA0128359 ,"R7,084.00 ",R0.00 ,"R7,084.00 "
6,Vote 6 : Health,Regulator Bull nose ,Kotsedi Medical ,MAAA0059445 ,"R126,500.00 ",R0.00 ,"R126,500.00 "
6,Vote 6 : Health,regulator Pin Index ,Kotsedi Medical ,MAAA0059445 ,"R119,600.00 ",R0.00 ,"R119,600.00 "
6,Vote 6 : Health,WIPES CLEANING UNIVERSAL DETERGENT DISINFECTANT ,KPG MEDIA TECHNOLOGIES ,MAAA0367381 ,"R6,882.75 ",R0.00 ,"R6,882.75 "
6,Vote 6 : Health,DELIVERY AND INSTALLATION COSTS ,LEAD LAUNDRY AND CATERING ,MAAA0003661 ,"R54,188.00 ",R0.00 ,"R54,188.00 "
6,Vote 6 : Health,WASHING MACHINE EXTRACTOR ,LEAD LAUNDRY AND CATERING ,MAAA0003661 ,"R434,355.00 ",R0.00 ,"R434,355.00 "
6,Vote 6 : Health,WASHING MACHINE EXTRACTOR ,LEAD LAUNDRY AND CATERING ,MAAA0003661 ,"R1,739,490.00 ",R0.00 ,"R1,739,490.00 "
6,Vote 6 : Health,TUMBLE DRYER SPEED QUEEN ,LEAD LAUNDRY AND CATERING ,MAAA0003661 ,"R841,340.00 ",R0.00 ,"R841,340.00 "
6,Vote 6 : Health,WASHING MACHINE INSTALLATION ,LEAD LAUNDRY AND CATERING ,MAAA0003661 ,"R492,556.50 ",R0.00 ,"R492,556.50 "
6,Vote 6 : Health,Fridge domestic single door ,LEADERS MEUBILEERDERS ,MAAA0027034 ,"R27,300.00 ",R0.00 ,"R27,300.00 "
6,Vote 6 : Health,Kettle ,LEADERS MEUBILEERDERS ,MAAA0027034 ,"R6,840.00 ",R0.00 ,"R6,840.00 "
6,Vote 6 : Health,Fridge domestic single door ,LEADERS MEUBILEERDERS ,MAAA0027034 ,"R46,750.00 ",R0.00 ,"R46,750.00 "
6,Vote 6 : Health,BODY BAGS ADULT ,Leda Medical Services ,MAAA0201415 ,"R17,253.00 ",R0.00 ,"R17,253.00 "
6,Vote 6 : Health,BODY BAGS JUVENILES ,Leda Medical Services ,MAAA0201415 ,"R7,143.00 ",R0.00 ,"R7,143.00 "
6,Vote 6 : Health,BODY BAGS INFANT ,Leda Medical Services ,MAAA0201415 ,"R3,381.00 ",R0.00 ,"R3,381.00 "
6,Vote 6 : Health,"BODY BAG, WHITE OR CREAM, SINGLE USE WITHOUTHAN",Leda Medical Services ,MAAA0201415 ,"R862,650.00 ",R0.00 ,"R862,650.00 "
6,Vote 6 : Health,BODY BAG ,Leda Medical Services ,MAAA0201415 ,"R609,606.00 ",R0.00 ,"R609,606.00 "
6,Vote 6 : Health,BODY BAG INFANT ,Leda Medical Services ,MAAA0201415 ,"R5,635.00 ",R0.00 ,"R5,635.00 "
6,Vote 6 : Health,BODY BAG JUVINILE ,Leda Medical Services ,MAAA0201415 ,"R5,952.50 ",R0.00 ,"R5,952.50 "
6,Vote 6 : Health,BODY BAG ADULT ,Leda Medical Services ,MAAA0201415 ,"R287,550.00 ",R0.00 ,"R287,550.00 "
6,Vote 6 : Health,"GOWN, SURGICAL, XL ",Logan Medical ,MAAA0009035 ,"R4,025.00 ",R0.00 ,"R4,025.00 "
6,Vote 6 : Health,"GOWN HOSPITAL , LARGE ",Logan Medical ,MAAA0009035 ,"R4,416.00 ",R0.00 ,"R4,416.00 "
6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,M Meyer Surgical Sales T/A Interm,MAAA0162480 ,"R454,250.00 ",R0.00 ,"R454,250.00 "
6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,M Meyer Surgical Sales T/A Interm,MAAA0162480,"R454,250.00 ",R0.00 ,"R454,250.00 "
6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165 ,"R939,494.10 ",R0.00 ,"R939,494.10 "
6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165 ,"R63,163.99 ",R0.00 ,"R63,163.99 "
6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165 ,"R91,874.72 ",R0.00 ,"R91,874.72 "
6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165 ,"R13,871.53 ",R0.00 ,"R13,871.53 "
6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165 ,"R13,871.53 ",R0.00 ,"R13,871.53 "
6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165 ,"R293,250.00 ",R0.00 ,"R293,250.00 "
6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165 ,"R313,285.30 ",R0.00 ,"R313,285.30 "
6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165 ,"R514,786.00 ",R0.00 ,"R514,786.00 "
6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165 ,"R1,029,572.00 ",R0.00 ,"R1,029,572.00 "
6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165 ,"R73,455.48 ",R0.00 ,"R73,455.48 "
6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165 ,"R13,603.40 ",R0.00 ,"R13,603.40 "
6,Vote 6 : Health,Scanner ,MADGE COMPUTERS ,MAAA0004165 ,"R11,397.00 ",R0.00 ,"R11,397.00 "
6,Vote 6 : Health,Laptop ,MADGE COMPUTERS ,MAAA0004165 ,"R263,676.60 ",R0.00 ,"R263,676.60 "
6,Vote 6 : Health,Printer ,MADGE COMPUTERS ,MAAA0004165 ,"R128,800.00 ",R0.00 ,"R128,800.00 "
6,Vote 6 : Health,Printer ,MADGE COMPUTERS ,MAAA0004165 ,"R77,741.76 ",R0.00 ,"R77,741.76 "
6,Vote 6 : Health,Computer Monitor ,MADGE COMPUTERS ,MAAA0004165 ,"R6,933.35 ",R0.00 ,"R6,933.35 "
6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165 ,"R17,020.00 ",R0.00 ,"R17,020.00 "
6,Vote 6 : Health,"Scanner, Flatbed ",MADGE COMPUTERS ,MAAA0004165 ,"R1,242.00 ",R0.00 ,"R1,242.00 "
6,Vote 6 : Health,Label printer ,MADGE COMPUTERS ,MAAA0004165 ,"R9,315.00 ",R0.00 ,"R9,315.00 "
6,Vote 6 : Health,Hard Drive ,MADGE COMPUTERS ,MAAA0004165 ,"R3,922.00 ",R0.00 ,"R3,922.00 "
6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165 ,"R353,263.04 ",R0.00 ,"R353,263.04 "
6,Vote 6 : Health,Cabling ,MANTELLA IT SERVICES ,MAAA0035280 ,"R793,154.56 ",R0.00 ,"R793,154.56 "
6,Vote 6 : Health,Cabling ,MANTELLA IT SERVICES ,MAAA0035280 ,"R237,796.77 ",R0.00 ,"R237,796.77 "
6,Vote 6 : Health,"Installation, Network ",MANTELLA IT SERVICES ,MAAA0035280 ,"R49,508.60 ",R0.00 ,"R49,508.60 "
6,Vote 6 : Health,Monitor Vital Signs ,MARCUS MEDICAL ,MAAA0006754 ,"R1,094,821.60 ",R0.00 ,"R1,094,821.60 "
6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,Marcus Medical ,MAAA0006754 ,"R148,469.60 ",R0.00 ,"R148,469.60 "
6,Vote 6 : Health,"SHROUD, MORTUARY, INFANT, BABY ",Meddreg Technology cc ,MAAA0278517 ,"R15,000.00 ",R0.00 ,"R15,000.00 "
6,Vote 6 : Health,"SHROUD, MORTUARY, CHILD ",Meddreg Technology cc ,MAAA0278517 ,"R23,500.00 ",R0.00 ,"R23,500.00 "
6,Vote 6 : Health,"SHROUD, MORTUARY, ADULT, LARGE ",Meddreg Technology cc ,MAAA0278517 ,"R45,000.00 ",R0.00 ,"R45,000.00 "
6,Vote 6 : Health,ECG Machine ,Medhold ,MAAA0098098 ,"R501,658.15 ",R0.00 ,"R501,658.15 "
6,Vote 6 : Health,ECG machine ,MEDHOLD ,MAAA0098098 ,"R71,665.45 ",R0.00 ,"R71,665.45 "
6,Vote 6 : Health,Monitor vital signs ,Medhold ,MAAA0098098 ,"R1,163,421.20 ",R0.00 ,"R1,163,421.20 "
6,Vote 6 : Health,Monitor Vital Signs ,MEDHOLD ,MAAA0098098 ,"R1,597,898.70 ",R0.00 ,"R1,597,898.70 "
6,Vote 6 : Health,Monitor Vital Signs ,MEDHOLD ,MAAA0098098 ,"R1,742,647.00 ",R0.00 ,"R1,742,647.00 "
6,Vote 6 : Health,Monitor Vital Signs ,Medhold ,MAAA0098098 ,"R3,337,832.84 ",R0.00 ,"R3,337,832.84 "
6,Vote 6 : Health,Monitor vital signs ,Medhold ,MAAA0098098 ,"R481,362.14 ",R0.00 ,"R481,362.14 "
6,Vote 6 : Health,SURGICAL MASK 3 PLY WITH EARLOOP ,Medical Plant Africa ,MAAA0692961 ,"R2,300,000.00 ",R0.00 ,"R2,300,000.00 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, SMALL ",Medical Plant Africa ,MAAA0692961 ,"R9,632.20 ",R0.00 ,"R9,632.20 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, MEDIUM ",Medical Plant Africa ,MAAA0692961 ,"R17,843.60 ",R0.00 ,"R17,843.60 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, LARGE ",Medical Plant Africa ,MAAA0692961 ,"R59,292.40 ",R0.00 ,"R59,292.40 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XL ",Medical Plant Africa ,MAAA0692961 ,"R54,520.60 ",R0.00 ,"R54,520.60 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XXL ",Medical Plant Africa ,MAAA0692961 ,"R44,492.70 ",R0.00 ,"R44,492.70 "
6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XXXL ",Medical Plant Africa ,MAAA0692961 ,"R27,807.40 ",R0.00 ,"R27,807.40 "
6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, SMALL ",Medical Plant Africa ,MAAA0692961 ,"R6,334.40 ",R0.00 ,"R6,334.40 "
6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, LARGE ",Medical Plant Africa ,MAAA0692961 ,"R77,730.50 ",R0.00 ,"R77,730.50 "
6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XL ",Medical Plant Africa ,MAAA0692961 ,"R87,261.10 ",R0.00 ,"R87,261.10 "
6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XXL ",Medical Plant Africa ,MAAA0692961 ,"R40,124.20 ",R0.00 ,"R40,124.20 "
6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XXXL ",Medical Plant Africa ,MAAA0692961 ,"R41,700.90 ",R0.00 ,"R41,700.90 "
6,Vote 6 : Health,"MASK, SURGICAL (3-PLY WITH EARLOOP) ",Medical Plant Africa ,MAAA0692961 ,"R6,900,000.00 ",R0.00 ,"R6,900,000.00 "
6,Vote 6 : Health,"MASK, SURGICAL (3-PLY) ",Medical Plant Africa ,MAAA0692961 ,"R29,325,000.00 ",R0.00 ,"R29,325,000.00 "
6,Vote 6 : Health,GOWN ISOLATION ,Medical Plant Africa ,MAAA0692961 ,"R14,835,000.00 ",R0.00 ,"R14,835,000.00 "
6,Vote 6 : Health,SHOE COVER ,Medical Plant Africa ,MAAA0692961 ,"R59,800.00 ",R0.00 ,"R59,800.00 "
6,Vote 6 : Health,MOP CAP ,Medical Plant Africa ,MAAA0692961 ,"R18,400.00 ",R0.00 ,"R18,400.00 "
6,Vote 6 : Health,SURGEON BERET ,Medical Plant Africa ,MAAA0692961 ,"R35,420.00 ",R0.00 ,"R35,420.00 "
6,Vote 6 : Health,NURSE BOFFOUNT CAP ,Medical Plant Africa ,MAAA0692961 ,"R35,420.00 ",R0.00 ,"R35,420.00 "
6,Vote 6 : Health,SURGICAL GOWN ,Medical Plant Africa ,MAAA0692961 ,"R241,500.00 ",R0.00 ,"R241,500.00 "
6,Vote 6 : Health,"Bed, ward ",MEDICAL RENOVATIONS ,MAAA0262138 ,"R1,313,702.50 ",R0.00 ,"R1,313,702.50 "
6,Vote 6 : Health,"Bed, ward ",MEDICAL RENOVATIONS ,MAAA0262138 ,"R6,938,410.00 ",R0.00 ,"R6,938,410.00 "
6,Vote 6 : Health,Soap Dispenser ,MEDICAL RENOVATIONS ,MAAA0262138 ,"R7,715.93 ",R0.00 ,"R7,715.93 "
6,Vote 6 : Health,"GLOVES, NON STERILE, TYPE 2, SMALL ",Medicore Technologies ,MAAA0013514 ,"R2,393.00 ",R0.00 ,"R2,393.00 "
6,Vote 6 : Health,"GLOVES, NON STERILE, TYPE 2, MEDIUM ",Medicore Technologies ,MAAA0013514 ,"R11,965.00 ",R0.00 ,"R11,965.00 "
6,Vote 6 : Health,"GLOVES, NON STERILE, TYPE 2, LARGE ",Medicore Technologies ,MAAA0013514 ,"R22,494.20 ",R0.00 ,"R22,494.20 "
6,Vote 6 : Health,SLEEVE PROTECTOR SINGLE SLEEVE ,Medicore Technologies ,MAAA0013514 ,"R17,600.00 ",R0.00 ,"R17,600.00 "
6,Vote 6 : Health,"Holder, cap ",MEDITEK HEMCO ,MAAA0664971 ,"R1,140.20 ",R0.00 ,"R1,140.20 "
6,Vote 6 : Health,"Holder, glove ",MEDITEK HEMCO ,MAAA0664971 ,"R2,048.43 ",R0.00 ,"R2,048.43 "
6,Vote 6 : Health,"Holder, mask ",MEDITEK HEMCO ,MAAA0664971 ,R744.33 ,R0.00 ,R744.33 
6,Vote 6 : Health,"Holder, cap ",MEDITEK HEMCO ,MAAA0664971 ,"R2,225.22 ",R0.00 ,"R2,225.22 "
6,Vote 6 : Health,"Holder, glove ",MEDITEK HEMCO ,MAAA0664971 ,"R4,041.66 ",R0.00 ,"R4,041.66 "
6,Vote 6 : Health,"Holder, mask ",MEDITEK HEMCO ,MAAA0664971 ,"R1,433.46 ",R0.00 ,"R1,433.46 "
6,Vote 6 : Health,Bowl and stand ,MEDITEK HEMCO ,MAAA0664971 ,"R372,283.75 ",R0.00 ,"R372,283.75 "
6,Vote 6 : Health,Bowl and stand ,MEDITEK HEMCO ,MAAA0664971 ,"R173,417.75 ",R0.00 ,"R173,417.75 "
6,Vote 6 : Health,Bowl and stand ,MEDITEK HEMCO ,MAAA0664971 ,"R125,956.74 ",R0.00 ,"R125,956.74 "
6,Vote 6 : Health,Vaccine Fridge ,Minus 40 ,MAAA0012645 ,"R393,496.65 ",R0.00 ,"R393,496.65 "
6,Vote 6 : Health,Vaccine Fridge ,MINUS 40 ,MAAA0012645 ,"R98,260.26 ",R0.00 ,"R98,260.26 "
6,Vote 6 : Health,Vaccine Fridge ,MINUS 40 ,MAAA0012645 ,"R81,868.50 ",R0.00 ,"R81,868.50 "
6,Vote 6 : Health,Bookcase 1130 ,MOBILIA ,MAAA0493569 ,"R6,665.00 ",R0.00 ,"R6,665.00 "
6,Vote 6 : Health,"Cabinet, TD, 1200 ",MOBILIA ,MAAA0493569 ,"R32,250.00 ",R0.00 ,"R32,250.00 "
6,Vote 6 : Health,"Cabinet, TD, 1200 ",MOBILIA ,MAAA0493569 ,"R40,312.50 ",R0.00 ,"R40,312.50 "
6,Vote 6 : Health,Coffee Table ,MOBILIA ,MAAA0493569 ,"R3,708.75 ",R0.00 ,"R3,708.75 "
6,Vote 6 : Health,"Credenza, 900 x7320 ",MOBILIA ,MAAA0493569 ,"R26,050.00 ",R0.00 ,"R26,050.00 "
6,Vote 6 : Health,"Desk Screen, Large ",MOBILIA ,MAAA0493569 ,"R61,705.00 ",R0.00 ,"R61,705.00 "
6,Vote 6 : Health,"Draughtsman, Chair ",MOBILIA ,MAAA0493569 ,"R5,891.00 ",R0.00 ,"R5,891.00 "
6,Vote 6 : Health,"Lockers, 1800 ",MOBILIA ,MAAA0493569 ,"R385,925.00 ",R0.00 ,"R385,925.00 "
6,Vote 6 : Health,"Lockers, 1800 ",MOBILIA ,MAAA0493569 ,"R350,000.00 ",R0.00 ,"R350,000.00 "
6,Vote 6 : Health,Midbacks ,MOBILIA ,MAAA0493569 ,"R14,620.00 ",R0.00 ,"R14,620.00 "
6,Vote 6 : Health,Midbacks ,MOBILIA ,MAAA0493569 ,"R62,135.00 ",R0.00 ,"R62,135.00 "
6,Vote 6 : Health,Midbacks ,MOBILIA ,MAAA0493569 ,"R178,610.00 ",R0.00 ,"R178,610.00 "
6,Vote 6 : Health,Mobile Pedestal ,MOBILIA ,MAAA0493569 ,"R56,287.00 ",R0.00 ,"R56,287.00 "
6,Vote 6 : Health,Mobile pedestals ,MOBILIA ,MAAA0493569 ,"R6,622.00 ",R0.00 ,"R6,622.00 "
6,Vote 6 : Health,Mobile pedestals ,MOBILIA ,MAAA0493569 ,"R13,244.00 ",R0.00 ,"R13,244.00 "
6,Vote 6 : Health,Mobile pedestals ,MOBILIA ,MAAA0493569 ,"R166,320.00 ",R0.00 ,"R166,320.00 "
6,Vote 6 : Health,"Modules, TD, 1200 ",MOBILIA ,MAAA0493569 ,"R120,937.50 ",R0.00 ,"R120,937.50 "
6,Vote 6 : Health,"Modules, TD, 1200 ",MOBILIA ,MAAA0493569 ,"R103,600.00 ",R0.00 ,"R103,600.00 "
6,Vote 6 : Health,"Modules, TD, 1500 ",MOBILIA ,MAAA0493569 ,"R13,330.00 ",R0.00 ,"R13,330.00 "
6,Vote 6 : Health,"Modules, TD, 900 ",MOBILIA ,MAAA0493569 ,"R61,100.00 ",R0.00 ,"R61,100.00 "
6,Vote 6 : Health,Slipper chair ,MOBILIA ,MAAA0493569 ,"R12,534.52 ",R0.00 ,"R12,534.52 "
6,Vote 6 : Health,Step chairs ,MOBILIA ,MAAA0493569 ,"R1,282,510.00 ",R0.00 ,"R1,282,510.00 "
6,Vote 6 : Health,"Straight desk, 1000 x 600mm ",MOBILIA ,MAAA0493569 ,"R25,200.00 ",R0.00 ,"R25,200.00 "
6,Vote 6 : Health,"Straight Desk, 1400 x 600 x 1000 ",MOBILIA ,MAAA0493569 ,"R6,407.00 ",R0.00 ,"R6,407.00 "
6,Vote 6 : Health,Straight desks ,MOBILIA ,MAAA0493569 ,"R7,826.00 ",R0.00 ,"R7,826.00 "
6,Vote 6 : Health,Straight Desks ,MOBILIA ,MAAA0493569 ,"R217,540.00 ",R0.00 ,"R217,540.00 "
6,Vote 6 : Health,"Tables, 1400mm ",MOBILIA ,MAAA0493569 ,"R12,814.00 ",R0.00 ,"R12,814.00 "
6,Vote 6 : Health,"Tables, 900mm ",MOBILIA ,MAAA0493569 ,"R10,440.00 ",R0.00 ,"R10,440.00 "
6,Vote 6 : Health,Bookcase / cabinet 1600mm ,MOBILIA ,MAAA0493569 ,"R200,000.00 ",R0.00 ,"R200,000.00 "
6,Vote 6 : Health,Bookcase / cabinet 1600mm ,MOBILIA ,MAAA0493569 ,"R100,000.00 ",R0.00 ,"R100,000.00 "
6,Vote 6 : Health,Cabinet ,MOBILIA ,MAAA0493569 ,"R100,000.00 ",R0.00 ,"R100,000.00 "
6,Vote 6 : Health,Chair draughtsman/ midback ,MOBILIA ,MAAA0493569 ,"R134,800.00 ",R0.00 ,"R134,800.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R111,200.00 ",R0.00 ,"R111,200.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R55,600.00 ",R0.00 ,"R55,600.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R55,600.00 ",R0.00 ,"R55,600.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R111,200.00 ",R0.00 ,"R111,200.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R1,445,600.00 ",R0.00 ,"R1,445,600.00 "
6,Vote 6 : Health,Desk / workstation 1200mm ,MOBILIA ,MAAA0493569 ,"R103,200.00 ",R0.00 ,"R103,200.00 "
6,Vote 6 : Health,Server credenza 900H ,MOBILIA ,MAAA0493569 ,"R123,200.00 ",R0.00 ,"R123,200.00 "
6,Vote 6 : Health,Bookcase ,MOBILIA ,MAAA0493569 ,"R1,075,000.00 ",R0.00 ,"R1,075,000.00 "
6,Vote 6 : Health,Chair step ,MOBILIA ,MAAA0493569 ,"R1,195,400.00 ",R0.00 ,"R1,195,400.00 "
6,Vote 6 : Health,Credenza wooden ,MOBILIA ,MAAA0493569 ,"R393,880.00 ",R0.00 ,"R393,880.00 "
6,Vote 6 : Health,Desk wooden 1300mm x 600mm x 730mm and modest,MOBILIA ,MAAA0493569 ,"R221,880.00 ",R0.00 ,"R221,880.00 "
6,Vote 6 : Health,Midbacks ,MOBILIA ,MAAA0493569 ,"R292,400.00 ",R0.00 ,"R292,400.00 "
6,Vote 6 : Health,Pedestal mobile ,MOBILIA ,MAAA0493569 ,"R264,880.00 ",R0.00 ,"R264,880.00 "
6,Vote 6 : Health,Straight desk 1250M ,MOBILIA ,MAAA0493569 ,"R69,337.50 ",R0.00 ,"R69,337.50 "
6,Vote 6 : Health,Straight desk 1600M ,MOBILIA ,MAAA0493569 ,"R137,170.00 ",R0.00 ,"R137,170.00 "
