East London,GLOVES,EVERGREEN LATEX,2002/057771/23,CONTRACT,2020.03.23,"R                              49,860.00",,,,,
East London,VISORS,ARC TECHNOLOGY,2017/162066/07,CONTRACT,2020.05.19,"R                                 7,305.00",,,,,
East London,VISORS,FOCAL POINT,2013/057783/07,Written Qoutation,2020.05.27,"R                              14,700.00",,,,,
East London,Sanitizer 70% Alcohol,BARRS PHARM,2012/056577/07,CONTRACT,2020.03.23,"R                            157,900.00",,,,,
East London,Sanitizer 70% Alcohol,BARRS PHARM,2012/056577/07,CONTRACT,2020.03.20,"R                              43,592.50",,,,,
East London,Sanitizer 70% Alcohol,BARRS PHARM,2012/056577/07,CONTRACT,2020.06.05,"R                              25,164.00",,,,,
East London,Shoe Covers,MEDICAL INTERNATIONAL,2007/023366/23,CONTRACT,2020.05.28,"R                              57,690.00",,,,,
East London,Shoe Covers,KKAP MEDICAL,2016/084247/07,CONTRACT,2020.05.08,"R                              12,600.00",,,,,
East London,APRON PLASTIC,CENTRAL MEDICAL,1995/003785/07,CONTRACT,2020.03.25,R                                    960.00,,,,,
East London,SURGICAL MASKS,TRIPPLE MEDICAL,2011/129850/07,CONTRACT,2020.04.29,"R                            130,200.00",,,,,
East London,SURGICAL MASK,ARC TECHNOLOGY,2017/162066/07,CONTRACT,2020.05.22,"R                            119,800.00",,,,,
East London,VISORS,ARC TECHNOLOGY,2017/162066/07,CONTRACT,2020.05.22,"R                                 4,450.00",,,,,
East London,DISPOSABLE COVERALLS,ALLENCO MEDICAL,2001/068091/23,CONTRACT,2020.05.28,"R                            310,500.00",,,,,
East London,ARM SLEEVES,MEDI CORE,2015/312638/07,CONTRACT,2020.05.08,R                                    660.00,,,,,
East London,DISPOSABLE GOWNS,LOGAN MEDICAL,2012/312638/07,CONTRACT,2020.05.08,"R                                 8,050.00",,,,,
East London,ARM SLEEVES,MEDI CORE,,CONTRACT,2020.05.08,R                                    440.00,,,,,
East London,VISORS,SAKHILE CIVIL,2015/271058/07,Written Qoutation,2020.06.04,"R                              14,750.00",,,,,
East London,DISPOSABLE APRONS,TSHINA DESTINY TRADING,2016/440969/07,Written Qoutation,2020.05.28,"R                              12,950.00",,,,,
East London,DISPOSABLE GOWNS,ASILINA 86 TRADING,2013/111131/07,Written Qoutation,2020.05.28,"R                              28,900.00",,,,,
East London,SURGICAL MASKS,TRIPPLE MEDICAL,2011/129850/07,CONTRACT,2020.03.27,"R                                 5,208.00",,,,,
East London,Thermometers,Dr Temp,2013/120599/07,CONTRACT,2020.03.25,"R                                 5,152.00",,,,,
East London,SR-021098,Itstym General,2009//128911/23,Written Qoutation,2020.03.17,"R                                 3,899.10",,,,,
East London,DECONTAMINATION,DOMINION CONSULTIN,2015/428473/07,Written Qoutation,2020.07.29,"R                              13,230.00",,,,,
TOTAL AMOUNT,,,,,,"R                      10,240,353.52",,,,,
EASTERN CAPE REGION,,,,,,,,,,,
MANAGEMENT AREA,ITEM DESCRIPTION,SUPPLIER NAME,COMPANY REGISTRATION NO,"PROCUREMENT PROCESS FOLLOWED
('TRANSVERSAL CONTRACT NO/SUPPLIER
IDENTIFIED BY TREASURY/DEVIATION
PROCUREMENT METHOD)",ORDER DATE,ORDER AMOUNT,,,,,
Regional office,An pure life Surgical mask,MN Investment,2014/098098/07,Quotation deviation,26-Mar-20,"R                       13,950.00",,,,,
,Sani guard blue alcohol based hand sanitiser,,,Quotation deviation,,"R                       23,400.00",,,,,
,Max guard blue nitrile gloves,,,Quotation deviation,,"R                         2,400.00",,,,,
,Max guard blue nitrile gloves,Isibanye academy,2016/481835/07,Quotation deviation,14-Apr-20,"R                       67,800.00",,,,,
,An pure life disposable face mask L,,,Quotation deviation,,"R                       14,000.00",,,,,
,An pure life disposable face mask XL,,,Quotation deviation,,"R                         2,800.00",,,,,
,,,,,,,,,,,
Barberton,SU Disposable face mask,BIOLOGICAL PHARMACEUTIL,2013/067392/07,RT-296/2020,20/03/2020,"R                     133,250.00",,,,,
Barberton,coverall bodysuite,Alfrehutch Trading,2008/130764/23,RTCOVID19-014,20/03/2020,"R                  4,488,000.00",,,,,
Barberton,medical  and surgical disposable bags,"PROMED TECHNOLOGIES
18 DRIFT ROAD",2014/162486/07,RTCOVID19-011,3/20/2020,"R                     100,000.00",,,,,
Barberton,VACCINE: INFLUENZA,KAHMA BIOTECH PTY,1997/014365/07,RT-285/2019,3/31/2020,"R                       31,504.77",,,,,
Barberton,EVERGREEN LATEX:POWDER FREE,EVERGREEN LATEX CC,2002/057771/23,RT-76/2020,3/20/2020,"R                         4,986.00",,,,,
Barberton,TANKS DISINFECTANT,"PROMED TECHNOLOGIES
18 DRIFT ROAD",2014/162486/07,RTCOVID19-013,3/23/2020,"R                         2,250.00",,,,,
Barberton,Protective goggles,LECHOBA MEDICAL,2005/044442/07,RTCOVID19-016,3/20/2020,"R                     131,800.00",,,,,
Barberton,disposable aprons,central Medical,1995/003785/07,RT-32/2019,13/05/2020,"R                       41,600.00",,,,,
Barberton,NUGARD,SUPRA HEALTHCARE,2007/027848/07,RT-76/2020,13/05/2020,"R                       40,833.60",,,,,
Barberton,No brand on the product,THE PROMISE OF DREAMS,2016/409541/07,Quotation,4/18/2020,"R                       21,340.00",,,,,
,,,,,,,,,,,
Bethal,Surgical masks 3ply,Cherish,2014/117876/07,Quotations,4/8/2020,"R                       29,985.00",,,,,
Bethal,Surgical masks 3ply,Zayaan,2016/453418/07,Quotations,4/8/2020,"R                       30,000.00",,,,,
Bethal,Surgical masks 3ply,AQ Distr,2014/092518/07,Quotations,4/8/2020,"R                       27,000.00",,,,,
Bethal,Surgical masks 3ply,Azinaz,2007/177166/23,Quotations,4/8/2020,"R                       29,025.00",,,,,
Bethal,Surgical masks 3ply,Lynx,88/018201/23,Quotations,4/6/2020,"R                         3,000.00",,,,,
Bethal,mask particulate filtering disp smll,Alfrehutch,2008/130764/23,RT Covid19-001,3/26/2020,"R                         5,610.00",,,,,
Bethal,surgical mask fluid mask,Tripple N Med,2011/129850/07,RT Covid19-007,3/26/2020,"R                     520,800.00",,,,,
Bethal,N95 masks,Liora med,2011/013434/23,RT 32/2019,3/18/2020,"R                       18,725.00",,,,,
Bethal,Disposable scrub suit,Promed,2014/162486/07,RT 32/2019,3/18/2020,"R                       11,915.00",,,,,
Bethal,Full face shield,NJD proj,2016/016551/07,Quotations,3/26/2020,"R                       21,812.50",,,,,
Bethal,Disposable aprons,Centre med,1995/003785/07,RT 32/2019,3/18/2020,R                            960.00,,,,,
Bethal,Disposable aprons,Letsepe,2017/339715/07,Quotations,4/1/2020,R                            415.00,,,,,
Bethal,Non Sterile Gloves med,Evergreen,2002/057771/23,RT 76/2020,3/18/2020,"R                       29,916.00",,,,,
Bethal,Non Sterile Gloves large,Evergreen,2002/057771/23,RT 76/2020,3/18/2020,"R                       29,916.00",,,,,
Bethal,supplier cancelled order,Access med,2012/013099/07,RT 76/2020,2020/13/18,"R                       29,718.00",,,,,
Bethal,Gloves heavy duty,Letsepe,2017/339715/07,Quotations,3/26/2020,"R                         1,275.00",,,,,
Bethal,Temperature Scanner,AQ Distr,2014/092518/07,Quotations,4/9/2020,"R                       26,000.00",,,,,
Bethal,Temperature Scanner,Champion,1985/008714/23,Quotations,4/9/2020,"R                       28,462.50",,,,,
Bethal,Temperature Scanner,Champion,1985/008714/23,Quotations,4/14/2020,"R                       28,462.50",,,,,
Bethal,supplier cancelled order,Dr Temp,2013/120599/07,RT 32/2019,3/18/2020,"R                       19,320.00",,,,,
Bethal,Alcohol based hand sanitiser chlorhexidine 500ml,Barrs pharma,2012/056577/07,RT 300/20217,3/18/2020,"R                       49,230.00",,,,,
Bethal,Hand sanitiser disinfectant spray 50ml,Barrs pharma,2012/056577/07,RT 300/20217,3/18/2020,"R                       49,950.00",,,,,
Bethal,Hand sanitiser disinfectant spray 500ml,Barrs pharma,2012/056577/07,RT 300/20217,3/18/2020,"R                       54,800.00",,,,,
Bethal,Hand sanitiser disinfectant spray 5lt,Barrs pharma,2012/056577/07,RT 300/20217,3/18/2020,"R                       15,993.00",,,,,
Bethal,Hand sanitizer alcohol base,Cosmos pharmacy,2008/140005/23,Quotations,4/2/2020,"R                         2,500.00",,,,,
Bethal,Spray air sanitizer 500ml,Cosmos pharmacy,2008/140005/23,Quotations,4/2/2020,"R                         1,320.00",,,,,
Bethal,Hand sanitizer 70% alcohol,Lynx,88/018201/23,Quotations,4/6/2020,"R                       22,500.00",,,,,
Bethal,Hand sanitizer 70% alcohol,Lynx,88/018201/23,Quotations,4/6/2020,"R                       30,000.00",,,,,
Bethal,Sanitizer hand 70% alcohol,Logan med,2012/056508/23,RT Covid19-008,3/28/2020,"R                       32,200.00",,,,,
Bethal,Sanitizer hand 70% alcohol,Tara med,2019/237077/07,RT Covid19-008,3/28/2020,"R                       29,550.00",,,,,
Bethal,Sanitizer hand 500ml,Letsepe,2017/339715/07,Quotations,4/1/2020,"R                       29,830.00",,,,,
Bethal,Soap liquid handwash,Eiesh clean,2007/226814/23,Quotations,3/18/2020,"R                       15,840.00",,,,,
Bethal,Paper towels,Promed,2014/162486/07,RT 14/2019,3/18/2020,"R                       21,000.00",,,,,
Bethal,Spray Bottles (1 liters),Globaldyne,2013/102388/07,Quotations,4/1/2020,"R                       30,000.00",,,,,
Bethal,Plastic Covered Matresses,NJD proj,2016/016551/07,Quotations,3/26/2020,"R                       10,000.00",,,,,
Bethal,Matress Cover for hospitals,Letsepe,2017/339715/07,Quotations,3/26/2020,"R                         5,085.60",,,,,
Bethal,Brush Surgical Sterile (single use),Logan med,2012/056508/23,RT 32/2019,3/18/2020,R                            903.00,,,,,
Bethal,Over shoe non woven (single use),Letsepe,2017/339715/07,Quotations,4/1/2020,R                            425.00,,,,,
Bethal,Sleeve protector (single use),Letsepe,2017/339715/07,Quotations,4/1/2020,R                            439.50,,,,,
Bethal,Flu Vaccine,Kahma,1997/014365/07,RT 285/2019,3/18/2020,"R                     119,790.00",,,,,
Bethal,Hand sanitizer/Soap liquid handwash,BONTLEBATENG,2015/136921/07,Quotations,02/04/2020,"R                       28,000.00",,,,,
Bethal,Hand Sanitizer Gel 6L,Bidvest steiner,2000/011155/07,Petty Cash,24.03.2020,R                            931.60,,,,,
Bethal,Sprayer Pressure 8L x 2,Hinderland,1984/008258/07,Petty Cash,17.04.2020,R                            519.80,,,,,
Rooigrond,Surgical mask,Bosane groups,2016/061318/07,Quotation no deviation,28/04/2020,"R                      29,725.00",,,,,
Rooigrond,"Surgical mask, themometers",Kesodi projects,2012/184843/07,Quotation no deviation,17/04/2020,"R                      29,980.00",,,,,
Rooigrond,themometers,Leno general project,2018/469949/07,Quotation no deviation,09/04/2020,"R                      28,000.00",,,,,
Rooigrond,"hand sanitizer,surgical gloves, mask,appron and sleevescover",Letsepe medical services supplies,2017/339715/07,Quotation no deviation,08/04/2020,"R                      27,485.45",,,,,
Rooigrond,surgical mask and hand saniters,Lynx supplies,1988/018201/23,Quotation no deviation,03/04/2020,"R                      29,775.00",,,,,
Rooigrond,surgical mask,Ya Batho events and travel,2009/024728/23,Quotation no deviation,07/04/2020,"R                      29,988.00",,,,,
Polokwane Area,Equipment for Isolation Container: Work Desk,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        3,596.00",,,,,
,Equipment for Isolation Container: Twin Tub Washing Machine,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        6,598.00",,,,,
,Equipment for Isolation Container: Steel Filing Cabinet,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        5,398.00",,,,,
,Equipment for Isolation Container: Steel Gents Wardrobe,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                      11,996.00",,,,,
,Equipment for Isolation Container: Air Con 12000 BTU,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                      13,998.00",,,,,
,Equipment for Isolation Container: Micro Wave 20lt,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        1,798.00",,,,,
,Equipment for Isolation Container: Bar Fridge,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        3,798.00",,,,,
,Equipment for Isolation Container: Chair Burgandy,Makro Polokwane,1991/006805/07,Quotation form Supplier,5/7/2020,"R                        7,380.00",,,,,
,Medical Equipment for Isolation Container,Ecomed Medical (Pty) Ltd,2016/084766/07,Quotation CSD Supplier,5/20/2020,"R                    185,534.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SURGICAL GOWNS  - PROCARE,PROMED TECHNOLOGIES,2014/162486/07,RTCOVID,18/03/2020,"R                       11,777.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",PAPER TOWELS - PROWIPE,PROMED TECHNOLOGIES,2014/162486/07,RT14-2019,18/03/2020,"R                       41,812.50",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SURGICAL GOWNS - TARA PROTECT,LOGAN MEDICAL AND SURGICAL,2012/056508/07,RTCOVID,18/03/2020,"R                         6,000.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",N95 MASKS,LIORA MEDICAL SUPPLIES,2011/013434/23,RT32-2019,18/03/2020,"R                     107,535.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",EXAMINATION GLOVES - EVERGREEN,EVERGREEN LATEX,2002/057771/23,RT76-2020,19/03/2020,"R                       29,916.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SANITIZER 25LR - GOLDEN SUPER,KISLEV SERVICES AND PROJECTS,2015/228734/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",25/03/2020,"R                       14,250.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",LATEX GLOVES - AKACIA MEDICAL,KISLEV SERVICES AND PROJECTS,2015/228734/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",25/03/2020,"R                         8,100.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SANITIZER 400ML - CLERE,"LECHOBA MEDICAL
TECHNOLOGIES",2005/044442/07,RT-COVID,20/03/2020,"R                       30,375.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",THERMOMETER - FC-IR200,SANBONANI HOLDINGS,2004/000822/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",07/04/2020,"R                       10,500.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SURGICAL MASKS - CHINESE WRITING,AQUA MATRIX,2003/019966/23,RTCOVID,3/25/2025,"R                       19,500.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SANITIZERS - BIDVEST,CLUB FUNDS,"RUSTENBURG CC CLUB DOESN’T
HAVE REGISTRATION NUMBER","QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",25/03/2020,"R                         5,122.62",,,,,
"RUSTENBURG
(RUSTENBURG C C)",PROTECTIVE CLOTH MASK,STRIVING MIND,2010/020427/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/12/2020,"R                       37,200.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",16 LITER SPRAYER XP JATCO,ROOFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/14/2020,"R                         7,924.98",,,,,
"RUSTENBURG
(RUSTENBURG C C)",SURGICAL MASKS,QUALITY MEDICAL,2015/019742/07,RTCOVID,3/20/2020,"R                     155,250.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",FULL FACE SHIELD (PROTECTIVE),QUALITY MEDICAL,2015/019742/07,RTCOVID,3/20/2020,"R                       26,000.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",DISPOSABLE APRON,QUALITY MEDICAL,2015/019742/07,TR 32-2019 :CANCELLED DUE TO NO STOCK.,3/20/2020,"R                         3,200.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",DISPOSABLE SCRUB SUIT,BARRS PHARMACEUTICAL,2012/056577/07,RT300-2017,3/20/2020,"R                         2,192.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",ALCOHOL BASED HAND SANITISER,BARRS PHARMACEUTICAL,2012/056577/07,RT300-2017,3/27/2020,"R                       16,710.00",,,,,
"RUSTENBURG
(RUSTENBURG C C)",ALCOHOL BASED HAND SANITISER-STEINER,CLUB FUNDS,"RUSTENBURG CC CLUB DOESN’T
HAVE REGISTRATION NUMBER","QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         4,404.00",,,,,
"RUSTENBURG
(MOGWASE CC)",SURGICAL GOWNS  - PROCARE,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,3/19/2020,"R                         5,242.60",,,,,
"RUSTENBURG
(MOGWASE CC)",SAFETY GOGGLES- DROMEX,LECHOBA MEDICAL,2005/044442/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/2/2020,"R                       26,360.00",,,,,
"RUSTENBURG
(MOGWASE CC)",SURGICAL GLOVES- EVERGREEN,EVERGREEN LATEX,2002/057771/23,RT32-2019,3/19/2020,"R                       11,318.22",,,,,
"RUSTENBURG
(MOGWASE CC)",HEAVY DUTY RUBBER CLEANING GLOVES -SALVATEX,MISHMARK PROJECTS,2018/307081/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/23/2020,"R                         9,200.00",,,,,
"RUSTENBURG
(MOGWASE CC)",QUARANTINED TENT-NO BRANDING,OATE SA PROJECTS,2017/330128/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/3/2020,,,,,,
"RUSTENBURG
(MOGWASE CC)",TEMPERATURE SCANNER -CARE FOR YOU,LECHOBA MEDICAL,2005/044442/07,RTCOVID,4/8/2020,"R                         8,093.40",,,,,
"RUSTENBURG
(MOGWASE CC)",SANITIZER 25LR - GOLDEN SUPER,KISLEV SERVICES,2015/228734/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/27/2020,,,,,,
"RUSTENBURG
(MOGWASE CC)",SURGICAL MUSK-CHINESE WRITINGS,KWENATLASE TRADING,2009/134829/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/1/2020,,,,,,
"RUSTENBURG
(MOGWASE CC)",SANITIZER 400ML - CLERE,LECHOBA MEDICAL,2005/044442/07,RTCOVID,3/23/2020,,,,,,
"RUSTENBURG
(MOGWASE CC)",SURGICAL MASKS -OUTSTANDING,QUALITY MEDICAL SUPPLIERS,2015/019742/07,RTCOVID,3/27/2020,"R                       27,945.00",,,,,
"RUSTENBURG
(MOGWASE CC)",ALCOHOL HAND BASED SANITISER-STERISOL,BARRS PHARMACETICAL,2012/056577/07,RT300-2018,3/19/2020,"R                       16,410.00",,,,,
"RUSTENBURG
(MOGWASE CC)",PAPER TOWELS-PRO WIPE,PROMED TECHNOLOGIES,2014/162486/07,RT 14,3/19/2020,"R                       11,150.00",,,,,
"RUSTENBURG
(MOGWASE CC)",70% ALCOHOL HAND BASED SANITISER,CLUB FUNDS,MOGWASE CC CLUB DOESN’T HAV,"Q RUEOGTISATTRIAOTNIO -DNU NEU TMOB NEORN DELIVERY OF RT
CONRACT COMPANIES",3/20/2020,"R                       14,250.00",,,,,
"RUSTENBURG
(MOGWASE CC)",PROTECTIVE CLOTH MASK-NO BRANDING,STRIVING MIND,2010/020427/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/12/2020,"R                       27,600.00",,,,,
"RUSTENBURG
(MOGWASE CC)",16 LITER SPRAYER XP JATCO,ROOFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/14/2020,"R                         7,924.98",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",DIGITAL BODY THERMOMETER-OUTSTANDING,MULTISURGE (PTY) LTD,2014/170364/07,RTCOVID,3/25/2020,"R                       11,500.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURFACE SANITIZER 70% ALOCOHOL,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/21/2020,"R                       28,275.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS N95-PARTIAL DELIVERY,LIORA MEDICAL SUPPLIERS,2011/013434/23,RT32-2019,3/18/2020,"R                       11,235.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",HAND SANITIZERS 70% ALCOHOL,LECHOBA MEDICAL TECHNOLOGIE,2005/044442/07,RTCOVID,3/20/2020,"R                       30,375.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL MASKS,CHEMICAL WORLD CC,2019/253242/07,RT32-2019,3/18/2020,"R                     224,250.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",DISPOSABLE APRONS,CENTRAL MEDICAL,1995/003785/07,RT 32-2019 :CANCELLED DUE TO NO STOCK.,3/18/2020,"R                         3,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES EXAMINATIONS NON STERILE LARGE,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,3/19/2020,"R                       46,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES EXAMINATIONS NON STERILE X-LARGE,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,3/19/2020,"R                       46,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SPRAYER 16LT XP JATCO,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/15/2020,"R                       11,887.47",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SANNITIZERS 70% 500ML ALCOHOL,BARRS PHARMACITICAL,2012/056577/07,RT300-2017,3/18/2020,"R                         2,368.50",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",CHLORHEXIDINE 4% SURGICAL SCRUB 500ML,BARRS PHARMACITICAL,2012/056577/07,RT300-2017,3/19/2020,"R                       21,150.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",HAND PAPER TOWELS,PROMED TECHNOLOGIES,2014/162486/07,RT 14 - CANCELLED DUE TO NO STOCK.,3/19/2020,"R                         2,787.50",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS SURGICAL,QUALITY MEDICAL SUPPLIERS,2003/019966/23,RTCOVID,3/20/2020,"R                     155,250.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",FULL FACE SHIELD GOOGLES,ARC TECHNOLOGY,2017/162066/07,RTCOVID,3/20/2020,"R                       11,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL GOWNS NON WOOVEN,LOGAN MEDICAL AND SURGICAL S,2P0P1L2IE/R0S56508/07,RT32-2019,3/20/2020,"R                       10,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",DISPOSABLE GOWNS-OUTSTANDING,LOGAN MEDICAL AND SURGICAL S,2P0P1L2IE/R0S56508/07,RT32-2019,3/18/2020,"R                         4,025.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS FACE WASHABLE,STRVING MIND TRADING62CC,2010/020427/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/12/2020,"R                       55,200.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",MASKS FFP1 (120 BX),LENONG GENERAL PROJECTS,2018/469949/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/4/2020,"R                       24,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL GLOVES,LENONG GENERAL PROJECTS,2018/469949/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",3/4/2020,"R                         5,000.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",TEMPERATURE SCANNERS INFRARED,YA BATHO TRAVEL AND EVENTS M,2N0A0G9/E0M24E7N2T8/23,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/7/2020,"R                       28,800.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",16 LITER SPRAYER XP JATCO,ROOTFICA (PTY) LTD,2018/488656/07,"QUOTATION -DUE TO NON DELIVERY OF RT
CONRACT COMPANIES",4/14/2020,"R                       11,887.87",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",SURGICAL MASK-BIDVEST STEINER,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         1,290.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",GLOVES LATEX-AQUA MEDICAL,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         1,035.00",,,,,
"RUSTENBURG
(LOSPERFONTEIN CC)",70% ALCOHOL HAND BASED SANITISER,CLUB FUNDS,LOSPERFONTEIN CC CLUB DOESN’T,"QHAUVOET ARTEIGOINST -RDAUTEIO TNO  NUOMNB DEERLIVERY OF RT
CONRACT COMPANIES",3/30/2020,"R                         5,609.20",,,,,
Klerksdorp,Diagnostic Set Universal (ENT Set),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       30,000.00",,,,,
Klerksdorp,Rossmax (BP Monitoring Machine),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       15,000.00",,,,,
Klerksdorp,Contour (Gloco Metre ),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                         8,000.00",,,,,
Klerksdorp,Nebmiko (Nebulizer),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                         6,000.00",,,,,
Klerksdorp,Fibre Optic (Laryngoscope),K2020104067 (PTY) LTD,2020/104067/07,price quotation (deviated from RT2-2016),26.06.2020,"R                       15,000.00",,,,,
Witbank,Surgical masks. No branding,Ndzalama Enterprise,2015/052123/07,Price quotation,3/30/2020,"R                      30,000.00",,,,,
Witbank,Surgical masks. No branding,Ndzalama Enterprise,2015/052123/07,Price quotation,3/25/2020,"R                      20,000.00",,,,,
Witbank,Surgical masks. No branding,MRM Consulting,2015/422861/07,Price quotation,4/7/2020,"R                      29,700.00",,,,,
Witbank,Surgical masks. No branding,Melon Finance,2016/201254/07,Price quotation,4/21/2020,"R                      29,920.00",,,,,
Witbank,Surgical masks. No branding,Malmat Consulting,2013/216160/07,Price quotation,4/1/2020,"R                      29,920.00",,,,,
Witbank,Surgical masks. No branding,Dyna MM Holdings,2017/453183/07,Price quotation,4/20/2020,"R                      29,450.00",,,,,
Witbank,Surgical masks. No branding,Masedi Star Traiding Projects,2012/077477/07,Price quotation,4/20/2020,"R                      29,450.00",,,,,
Witbank,Surgical masks. No branding,Kgaoza Trading,2018/023042/07,Price quotation(cancelled),4/21/2020,"R                      29,906.40",,,,,
Witbank,N95 masks. No branding,Blazetronics,2020/020418/07,Price quotation,3/25/2020,"R                      14,625.00",,,,,
Witbank,Dust masks. No branding,C Dimorerwa,2016/290493/07,Price quotation,3/30/2020,"R                      29,250.00",,,,,
Witbank,Pine Gel. No branding,Agela Trading,2009/229370/23,Price quotation,4/24/2020,"R                      25,600.00",,,,,
Witbank,Pine Gel. No branding,Goamose Trading,2019/309212/07,Price quotation,4/7/2020,"R                      15,000.00",,,,,
