implementation_location_province,buyer_name,implementation_location_other,items_description,supplier_name,items_quantity,cost_per_unit_zar,order_amount_zar
Northern Cape,Northern Cape Provincial Government,ZFM,Gas For Shelter,R AND B SUPPLY,,,1000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Vouchers To Buy Clothing For
Shelter",KAREN'S CATERING,,,3200.00
Northern Cape,Northern Cape Provincial Government,ZFM,Groceries For The Shelter,KAREN'S CATERING,,,1600.00
Northern Cape,Northern Cape Provincial Government,ZFM,Mobile Toilets,SILVER FALL TRADING,,,18000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Fuel For Household Use To Sustain Shelter,WILFRED ENGELBRECHT,,,2481.50
Northern Cape,Northern Cape Provincial Government,ZFM,First Aid Kit For Centre,UPINGTON APTEEK,,,13325.85
Northern Cape,Northern Cape Provincial Government,ZFM,Assessment And Counseling To Client,CYNTHIA CLARKE,,,5000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Assessment And Counseling To Client,CYNTHIA CLARKE,,,8500.00
Northern Cape,Northern Cape Provincial Government,ZFM,Assessment And Counseling To Parcel,R AND B SUPPLY,,,1000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Transport A Client To VGK Children In Kamieskroon,OKIEP COUNTRY LODGE,,,1050.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",SASTAS TRADING,70,1000.00,70000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",IVANDUR TRADING & ENTERPRISE,80,1000.00,80000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",MP GENERAL DEALER,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",POLBOX ENTERPRISE,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",ANMIR CONSTUCTION & GENERAL,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",L2G SERVICES,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",AM CATERING & TRANSPORT,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",EEDM CONNECTION ENTERPRISE,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",NAYBRO CASH STORE,50,600.00,30000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",CAROLUSBERG TYRA CONSTRUCTION,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",BRAINWAVE KONSTRUKSIE,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",L2G SERVICES,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",NAYBRO CASH STORE,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",UC CHEMICALS & CLEANING,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",IVANDUR TRADING & ENTERPRISE,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",CLARISSA CARSTEN SPECIALIZED SERVICES,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",GAMSHA PROJECTS,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",CF HIRING & SUPPLY SERVICES,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",CGC CARPENTING BUILDING,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",AA ENGELBRECHT,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",EEDM CONNECTION ENTERPRISE,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",JOHAN BOOYES,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",AM CATERING & TRANSPORT,200,900.00,180000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",GAMSHA PROJECTS,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",SASTAS TRADING,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Food Parcels To Vulnerable People
During COVID-19",NAMAQUA PRIDE,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Namakwa,"Hiring Of Fork Lifter For Oofload Of
Food Parcels",CF HIRING AND SUPPLY SERVICES,,,3450.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Sanitory Towels,HUGO D TRADING,,,3000.00
Northern Cape,Northern Cape Provincial Government,JTG,50 Dignitory Packs,LESHOMO CONSTRUCTION,,,11500.00
Northern Cape,Northern Cape Provincial Government,JTG,R500 * 50 Pep Vouchers,KERE TOUCH,,,30000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,SUPA VOLT TECH,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,MASEGO MAINTENANCE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,BOITSHWARELO BOGONE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,MOSIKATSE TRADING AND CONSTRUCTION,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,TEHO GENERAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,MATSHEPS BUSINESS ENTERPRISE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,LESHOMO CONSTRUCTION AND PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,GAKEPATWE HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,CAPI- TRA  CLEANING AND TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,TLHOPS N MORE TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,MAVOZA LAUNDRY AND CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,BOIKEMO TRADING ENTERPRISE & PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,LOMEKOTLHO,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,TUMI BADIRWANG HOLDING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,PHAPHANG MNAGEMENT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,REMOTLOTLO CATERING  EVENTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,REYA PELE HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,NOBULAS HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,BONDIC TRADING ENTERPRISE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,SEBUSENG SUPPLY  & TRANSPORT SERVICES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,KGOMOTSO IMAGES PROJECT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,MOKOPAREDI TRADING AND PROJECT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,LOTLEHANG TRADING & PROJECT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,GOTYANAVEU,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,LARONA GENERAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,OGONE M RESOURCES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,OSHEBENG TRADING SERVICE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,PHAKAMO LOGISTICS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,100 Food Parcels,BENNET THEBE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,Food Voucher For R2500,M A MARTINEZ,,,3250.00
Northern Cape,Northern Cape Provincial Government,JTG,Electricity For R500,M A MARTINEZ,,,650.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,TSA GAETSHO TRADING,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,ADO G CINSTRUCTION,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,LESEDI KO PELE,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,BOILE RESOURCES,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,SETSE TRADING,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,SEGWANENG TRADING,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,BANEWA ELECTRICAL,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,DIMPHO TSE DINTLE,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,BASHA NORTHERN CAPE,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,150 Food Parcels,DELEMO TRADING,150,600.00,90000.00
Northern Cape,Northern Cape Provincial Government,JTG,"Deep Cleaning Of All Office
Buildings",KUYABA SERVICES,,,17334.77
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,TE MAHOLA,,,2777.40
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,TH SHUPING,,,434.00
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,TE MAHOLA,,,434.00
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,JK SHUPING,,,434.00
Northern Cape,Northern Cape Provincial Government,Prov Other,146:-P/P:Pest Cntrl/Fumigation Ser,MODIAKGOTLAS CREATIONS/AFRO GAMES,,,43036.00
Northern Cape,Northern Cape Provincial Government,Prov Other,146:-P/P:Pest Cntrl/Fumigation Ser,A-Z GENERAL TRADING,,,22197.00
Northern Cape,Northern Cape Provincial Government,Prov Other,133:-Cons:Sp&Os:Stationery,JUBALEX LTD/KWANOBANTU ENTERPRISE,,,57210.80
Northern Cape,Northern Cape Provincial Government,Prov Other,114:-Cons Hous Sup:Dis Paper/Plast,MZA GENERAL TRADING,,,46800.00
Northern Cape,Northern Cape Provincial Government,Prov Other,110:-Cons Supp: Medical Supplies,UBUNELE PRIMARY,,,2000.00
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,TE MAHOLA,,,520.80
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,TH SHUPING,,,520.80
Northern Cape,Northern Cape Provincial Government,Prov Other,61:-Contrctrs:Casual Labourers,JK SHUPING,,,520.80
