TABLE,INSTITUTION,DATE OF AWARD,PRODUCT,ITEM,DESCRIPTION,UNIT OF MEASURE,PRICE PER UNIT OF MEASURE IN RANDS (incl. VAT),QUALITY OF UNITS,ORDER AMT IN RANDS,SUPPLIER NAME
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/17,Dispensers,Knapsack sprayers,Spray pump 16 Litres,Each,"R1 590,00",300,"R477 000,00",Umshiniwam Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/17,Themometers,Thermometers: Infrared,Thermometers,Each,"R1 600,00",1000,"R1 600 000,00",Sipho Segugu Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/17,Themometers,Thermometers: Infrared,Thermometers,Each,"R2400,00",2000,"R4 800 000,00",Bonganjalo Holdings
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/30,Sanitizers,Soap - Liquid,Liquid soap,Each,"R119,60",21800,"R2 607 280,00",Oshlanga Enterprises
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/26,Other,Provide Details,"Storage, decanting, transportation, labelling and distribution of donated sanitisers .",Each,"R1715364,00",1,"R1 715 364,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/16,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R57,50",40000,"R2 300 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/16,PPE,Isolation Gown,Isolation Gown,Single Unit,"R28,75",40000,"R1 150 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/16,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R12,65",200000,"R2 530 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/16,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Single Unit,"R48,88",100000,"R4 887 500,00",R M A Consulting  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Gloves,Gloves: Examination (Latex),Gloves: Examination (Latex),Box,"R68,70",10000,"R687 000,00",Safarmex  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R12,50",100000,"R1 250 000,00",lphakhade Trading (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Gloves,Gloves: Examination (Latex),Gloves: Examination (Latex),Box,"R91,41",5000,"R457 067,50",Safarmex  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Gloves,Gloves: Examination (Latex),Gloves: Examination (Latex),Box,"R91,41",10000,"R914 135,00",Safarmex  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Single Unit,"R57,00",10000,"R570 000,00",lphakhade Trading (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,PPE,Scrub Suite - Shirt,Scrub Suite - Shirt,Case,"R20,16",4320,"R87 088,50",O and M Halyard South Africa 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,PPE,Scrub Suite - Pants,Scrub Suite - Pants,Case,"R31,75",4320,"R137 143,80",O and M Halyard South Africa 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box,"R212,80",800,"R170 236,80",O and M Halyard South Africa 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R167,87",40000,"R6 714 620,00",Carovision  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,PPE,Visor/ Face-Shield,Visor/ Face-Shield,Single Unit,"R18,00",20000,"R360 000,00",Unitrade  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,PPE,Goggles,Goggles,Single Unit,"R39,56",8500,"R336 260,00",lntoyamehlo  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Single Unit,"R90,85",20000,"R1817000,00",Juba Fly  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R143,00",40000,"R5 720 000,00",National Community Marketing 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R15,50",250000,"R3 875 000,00",Bellanova  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/25,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R103,50",41000,"R4 243 500,00",Steiner Hygiene  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/27,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R105,80",12000,"R1 269 600,00",LionBee Investments (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/27,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R25,00",100000,"R2 500 000,00",The New Look  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/27,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R95,00",30000,"R2 850 000,00",Cyngatha CC.  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/27,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R105,80",20000,"R2 116 000,00",Gibela Trade & Invest  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,PPE,Visor/ Face-Shield,Visor/ Face-Shield,Single Unit,"R18,00",60000,"R1 080 000,00",Unitrade  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,PPE,Isolation Gown,Isolation Gown,Single Unit,"R59,95",100000,"R5 995 000,00",Lechoba Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Single Unit,"R49,00",200000,"R9 800 000,00",Andile Ruby Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,Themometers,Thermometers: Digital,Digital Body Thermometer,Single Unit,"R2 300,00",500,"R1 150 000,00",Multisurge  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,PPE,Gowns: Surgical,Surgical Gown,Single Unit,"R36,46",1440,"R52 500,00",O and M Halyard South Africa 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/31,PPE,Gowns: Surgical,Surgical Gown,Single Unit,"R37,95",15000,"R569 250,00",Sebenzani Trading 622 CC 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/31,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Single Unit,"R60,00",100000,"R6 000 000,00",Juba Fly  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/31,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R21,66",18000,"R389 880,00",Healthware  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/31,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R27,60",500000,"R13 800 000,00",EGS  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/24,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R91,00",40000,"R3 640 000,00",lphakhade Trading (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,Themometers,Thermometers: Digital,Digital Body Thermometer,Single Unit,"R941,00",700,"R658 700,00",Alframed Pty (Ltd)  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box,"R2,43",100000,"R242 720,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box,"R2,63",30000,"R79 020,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box,"R2,43",15000,"R36 408,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R21,85",200000,"R4 370 000,00",Cum Laude Consulting  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,PPE,Gowns: Surgical,Surgical Gown,Single Unit,"R37,95",16150,"R612 892,50",Sebenzani Trading 622 CC 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R15,00",200000,"R3 000 000,00",NYI Logistics  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,PPE,Coveralls,Coveralls,Single Unit,"R450,00",1637,"R736 650,00",Unitrade  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,PPE,Coveralls,Coveralls,Single Unit,"R450,00",2393,"R1 076 850,00",Unitrade  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/04,PPE,Coveralls,Coveralls,Single Unit,"R450,00",2244,"R1 009 800,00",Unitrade  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R24,50",100000,"R2 450 000,00",lthoshi Healthcare Solutions 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R24,70",100000,"R2 470 000,00",Nondlu Consultants  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R17,00",200000,"R3 400 000,00",Petroright LTD  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R19,00",200000,"R3 800 000,00",Orap Medical Supplies  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R45,00",20000,"R900 000,00",Mafiniklo Capital Investments 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R14,00",400000,"R5 600 000,00",Access Medical (Pty) 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R24,60",200000,"R4 920 000,00",Ezamancinza Investments  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Respirator,Particulate Respirator (Mask) N95/FFP2,Case,"R6,94",1000020,"R6 937 924,97",O and M Halyard South Africa 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R24,50",100000,"R2 450 000,00",Ezombuso Group  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/20,Biohazard,Biohazard Bags,Biohazard Bag,Single Unit,"R11,84",20000,"R236 800,00",Buhle Waste  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/07,PPE,Boot Covers,Boot Covers,Packs,"R0,28",80000,"R22 048,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R18,50",200000,"R3 700 000,00",Dart Props  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R18,98",200000,"R3 795 000,00",Community Health  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R17,50",100000,"R1 750 000,00",lnqaba Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,PPE,Apron,Apron,Single Unit,"R0,32",200000,"R64 000,00",Central Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R17,00",300000,"R5 100 000,00",Sebenzani Trading 622 CC 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/03,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box,"R121,36",1000,"R121 360,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R195,50",50000,"R9 775 000,00",Pro Secure Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,PPE,Coveralls,Coveralls,Single Unit,"R358,99",107,"R38 412,00",Lechoba Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R105,80",50000,"R5 290 000,00",LionBee Investments (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R20,00",200000,"R4 000 000,00",Platinum Medical and Surgical 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R20,00",200000,"R4 000 000,00",BSN Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Sanitizers,Disinfectant,Sanitizer/ Disinfectant,Single Unit,"R93,18",50000,"R4 659 000,00",Andile Ruby Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/14,Masks,Respirator,Particulate Respirator (Mask) FFP1,Single Unit,"R40,00",100000,"R4 000 000,00",Nostalgia  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/30,Sanitizers,Sanitizer,Sanitizer/Disinfectant,Single Unit,"R91,79",50000,"R4 589 500,00",Nyati Health Products  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/07,Themometers,Thermometers: Digital,Digital Body Thermometer,Single Unit,"R2196,50",6000,"R13 179 000,00",Good Example Trading and Project 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/08,Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,Single Unit,"R12,31",500000,"R6 152 500,00",Promed Technologies (Ply) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,PPE,Coveralls,Coveralls,Single Unit,"R201,25",20000,"R4 025 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,Gloves,Gloves: Examination (Latex),Gloves: Examination (Latex),Box of 100,"R471,50",5000,"R2 357 500,00",Liamed Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,PPE,Isolation Gown,Isolation Gown,Single Unit,"R132,25",18194,"R2 406 156,50",Access Medical (Pty)
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,Gloves,Gloves: Cuff-length High Risk,Gloves: Cuff-length High Risk,Box of 100,"R471,50",5000,"R2 357 500,00",Liamed Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,PPE,Visor/ Face-Shield,Visor/ Face-Shield,Single Unit,"R102,35",20000,"R2 047 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Infrastructure,Quarantine,Quarantine Site Accommodation,Site,"R7 436 860,71",1,"R7 436 860,71",Coastlands Durban (Pty) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/05,Catering,Quarantine Site,Quarantine Site Royal Showgrounds Catering,Site,"R5 543 460,00",1,"R5 543 460,00",Royal Agricultural Society 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/12,Gloves,Gloves: Examination (Latex),Gloves: Examination (Latex),Box of 100,"R25,99",20000,"R519 840,00",Liamed Medical  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/09,Infrastructure,Quarantine,Pietermaritzburg - Doris Goodwin Hospital,Site,"R8 581 923,00",1,"R8 581 923,00",D.Construction  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/11,Infrastructure,Isolation,"Richmond - Richmond Chest Hospital - Conversion of Wards A2, A3 and Ward B3 into isolation wards",Site,"R61 000 000,00",1,"R61 000 000,00",ISU Engineering  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/09,Infrastructure,Isolation,Richmond - Richmond Chest Hospital - Conversion of Ward B2 into an isolation ward.,Site,"R25 692 563,33",1,"R25 692 563,33",Highpana Projects  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/07,Infrastructure,Isolation,"Richmond - Richmond Chest Hospital - Conversion of Ward A4, B1 and B5 into Isolation Wards",Site,"R80 000 000,00",1,"R80 000 000,00",Highpana Projects  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/11,Infrastructure,Other,"Durban - Clairwood Hospital - Complete refurbishment of ward including roof, windows, sewer and plumbing",Site,"R80 965 509,26",1,"R80 965 509,26",CV Projects SA  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,Infrastructure,Other,"Durban - Clairwood Hospital - Alterations and additions to wards C1, C2, FS3, MS6, MS2, MM1 and OT",Site,"R232 437 919,91",1,"R232 437 919,91",GVK - Siya Zama Building Contractors (Cape) (PTY) LTD
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/16,Infrastructure,Other,Scottburgh - G J Crookes Hospital - Alterations and additions to existing wards - Block A,Site,"R36 757 495,57",1,"R36 757 495,57",RGZ Projects  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Infrastructure,Other,Scottburgh - G J Crookes Hospital - Alterations and additions to existing wards  Block B,Site,"R96 982 416,76",1,"R96 982 416,76",RGZ Projects  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/08,Infrastructure,Other,"Scottburgh - G J Crookes Hospital - Upgrade the roof and plumbing in maternity	ward",Site,"R30 000 000,00",1,"R30 000 000,00",RGZ Projects  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/15,Infrastructure,Isolation,Dundee - Dundee Hospital - Alterations to two existing wards to create isolation and quarantine wards,Site,"R28 959 989,00",1,"R28 959 989,00",Siyaxhasana Construction cc 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Infrastructure,Isolation,Vryheid - Siloah Lutheran Mission Hospital - Upgrade Existing Wards to 11 bed Isolation Ward and upgrade exisiting Nurses Home,Site,"R52 303 720,40",1,"R52 303 720,40",ENZA Construction  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/08,Infrastructure,Isolation,Ulundi - St Francis Hospital - Upgrade Existing TB Wards to Isolation Ward and Auxilarary building to Quarantine  Ward,Site,"R62 357 466,60",1,"R62 357 466,60",ENZA Construction  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/30,Infrastructure,Other,Durban - Wentworth Hospital - Wentworth Hospital - Alterations and additions to 2 existing Creche buildings and Ward D2,Site,"R79 185 198,37",1,"R79 185 198,37",GVK - Siya Zama Building
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/07,Infrastructure,Isolation,"Jozini - Mosvold Hospital-Upgrade Existing TB Wards to IsolationWard and upgrade Existing Auxilarary to Quarantine Ward, Fencing and walkways",Site,"R46 008 786,18",1,"R46 008 786, 18",SIQU Group
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/07,Infrastructure,Quarantine,"Jozini - Bethesda Hospital - Upgrade Existing TB Wards to Isolation Ward and upgrade Existing Nurses Accommodation to Quarantine Ward;Fencing, awning and walkways",Site,"R33 559 491,84",1,"R33 559 491,84",SIQU Group
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/11,Infrastructure,Quarantine,Durban - KZN Infrastructure Maintence Hub - Refurbishment of existing buildings to create Quarantine facility,Site,"R53 400 000,00",1,"R53 400 000,00",Leomat JJS JV
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/29,Infrastructure,Other,Pietermaritzburg - Royal Agricultural Show Grounds - Temporary conversion of 4 x Exhibition halls and provision of temporary ablution blocks,Site,"R11 000 000,00",1,"R11 000 000,00",Royal Agricultural Society
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/26,Infrastructure,Quarantine,Durban - KZN EMS College - Refurbishment of Staff Accommodation Phase 1 - Emergency Covid-19 Quarantine Facility,Site,"R68 520 872,15",1,"R68 520 872, 15",Leomat JJS JV
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/03/26,Infrastructure,Quarantine,Niemeyer Mem. Hospital: COVID-19: Alterations and additions to existing wards,Site,"R41 287 290,75",1,"R41 287 290,75",Lakeshore Trading 102
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/06,Infrastructure,Isolation,Richmond Chest Hospital: COVID-19 Electrical Upgrade,Site,"R1 392 808,53",1,"R1 392 808,53",Eskom Holdings SOC Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/28,Masks,Masks (Cloth),Face Cloth Mask - 3ply,Single - unit,"R15,00",50000,"R750 000,00",Botlhokwa Events & Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/28,Masks,Masks (Cloth),Face Cloth Mask - 3ply,Single - unit,"R14,00",50000,"R700 000,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/28,Masks,Masks (Cloth),Face Cloth Mask - 3ply,Single - unit,"R15,00",50000,"R750 000,00",Siba & Turtuse
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/05/28,Masks,Masks (Cloth),Face Cloth Mask - 3ply,Single - unit,"R16,00",50000,"R800 000,00",Prikell Clothing CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/17,Gloves,Gloves: Examination (Latex),Gloves Non-Sterile (S),Box /100,"R183,00",5000,"R915 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/17,Gloves,Gloves: Examination (Latex),Gloves Non-Sterile (M),Box /100,"R183,00",25000,"R4 575 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/17,Gloves,Gloves: Examination (Latex),Gloves Non-Sterile (L),Box /100,"R183,00",25000,"R4 575 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/19,Gloves,Gloves: Cuff-length High Risk,Gloves Surgical (M),Box /100,"R409,16",15000,"R6 137 400,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/19,Gloves,Gloves: Cuff-length High Risk,Gloves Surgical (L),Box /100,"R409,16",15000,"R6 137 400,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/23,PPE,Apron,Apron,Pack /100,"R15,51",3000,"R46 530,00",Logan Medical Supplies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/06/29,Gloves,Gloves: Cuff-length High Risk,High Risk Gloves,Box of 50,"R138,17",7000,"R967 190,00",SA Health Protecting Services CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R7,98",200000,"R1 596 000,00",Power Energy Centre
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask {Surgical) 3-Ply Disposible,Single,"R7,71",200000,"R1 542 000,00",Mandelphas Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R5,70",200000,"R1140 000,00",Nosindilee Construction and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R5,00",200000,"R1 000 000,00",TBE Security and Cleaning Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R9,80",200000,"R1 960 000,00",Platinum Medical and Surgical
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R8,43",200000,"R1 685 900,00",Rodin Logistics
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/07/14,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Single,"R9,53",200000,"R1 906 700,00",Andimahle Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Infrastructure,Other,"Various Hospitals - Rebuild 10 X400L Autoclaves For COVID-19	Sites In KZN Health Facilities",Equipment,"R2 092 778,63",1,"R2 092 778,63",Sterilizer Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Units / Single,"R11,75",200000,"R2 350 000,00",AKSS Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Units / Single,"R11,75",200000,"R2 350 000,00",Coffee Creative Studio
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Masks,Mask (Surgical),Mask (Surgical) 3-Ply Disposible,Units / Single,"R11,68",200000,"R2 336 000,00",Cargro Investment Holdings
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Gloves,Gloves: Examination (Latex),Examination Non-Sterile,Box/100,"R183,00",5000,"R915 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Gloves,Gloves: Examination (Latex),Examination Non-Sterile,Box/100,"R183,00",15000,"R2 745 000,00",Sebenzani Trading 622 CC
