buyer_name,implementation_location_province,Vote,Department,items_description,supplier_name,supplier_numbers_other,payment_amount_zar,Commitment Amount,order_amount_zar
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID ACUTE CARE - TYGERBERG HOSPITAL - WARD D-G,EDGE-2-EDGE,- ,4100000.00,R0.00,4100000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID INTERMEDIATE CARE - SONSTRAAL HOSPITAL - AD,F. BOCKS CONSTRUCTION ,MAAA0306802,1822271.00,R0.00,1822271.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,CERES HOSPITAL - ANNIE BROWN ENABLING WORKS ,FSM ,MAAA0001393,830000.00,R0.00,830000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - BELLA VISTA CLINIC ,FSM ,MAAA0001393,1650000.00,R0.00,1650000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - RAILTON CLINIC ,FSM ,MAAA0001393,2735882.50,R0.00,2735882.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - DU NOON CHC ,FSM ,MAAA0001393,881008.53,R0.00,881008.53
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - VANGUARD CHC ,FSM ,MAAA0001393,1174205.20,R0.00,1174205.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - CERES HOSPITAL ,FSM ,MAAA0001393,54745.75,R0.00,54745.75
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Patient Slide ,FTA Enterprises ,MAAA0050392,92377.00,R0.00,92377.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Key Cabinet ,FTA ENTERPRISES ,MAAA0050392,11464.80,R0.00,11464.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Steel Cabinet ,FTA Enterprises ,MAAA0050392,5313.00,R0.00,5313.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Trolley Medical Waste ,Gathering storm Investers ,MAAA0043654,20251.50,R0.00,20251.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - FALSE BAY HOSPITAL ,GL EVENTS ,MAAA0061230,1854551.13,R0.00,1854551.13
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - RED CROSS WAR MEMOR,GL EVENTS ,MAAA0061230,2132516.68,R0.00,2132516.68
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID MORTUARY - MASS FATALITY TEMPORARY FACILI,GL EVENTS ,MAAA0061230,782097.75,R0.00,782097.75
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - EERSTE RIVER HOSPITAL ,GRANDSTAND LOGISTICS ,MAAA0901519,1753437.20,R0.00,1753437.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - MITCHELL'S PLAIN HOSPIT,GRANDSTAND LOGISTICS ,MAAA0901519,2250671.90,R0.00,2250671.90
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - MOWBRAY MATERNITY H,GRANDSTAND LOGISTICS ,MAAA0901519,723773.20,R0.00,723773.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,MASK N95,Greenstar Power Solutions ,MAAA0455361,22915000.00,R0.00,22915000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID INTERMEDIATE CARE - SONSTRAAL HOSPITAL INTE,GVK - SIYA ZAMA ,MAAA0033304,28302186.16,R0.00,28302186.16
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - PIKETBERG CLINIC ,GVK - SIYA ZAMA ,MAAA0033304,526962.85,R0.00,526962.85
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - BOTHASIG CDC ,GVK - SIYA ZAMA ,MAAA0033304,1532665.97,R0.00,1532665.97
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - GUSTROUW CDC ,GVK - SIYA ZAMA ,MAAA0033304,1532739.19,R0.00,1532739.19
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - KLAWER CLINIC ,GVK - SIYA ZAMA ,MAAA0033304,646275.84,R0.00,646275.84
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID TRIAGE AND TESTING - GROOTE SCHUUR HOSPIT,GVK - SIYA ZAMA ,MAAA0033304,4500000.00,R0.00,4500000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID CARE ENABLING WORKS - SONSTRAAL INTERMED,GVK - SIYA ZAMA ,MAAA0033304,172170.00,R0.00,172170.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Cuvette ,HEMOCUE SA ,MAAA0050495,17020.00,R0.00,17020.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,HB meter ,HEMOCUE SA ,MAAA0050495,86687.88,R0.00,86687.88
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,HB Meter ,HEMOCUE SA ,MAAA0050495,104022.10,R0.00,104022.10
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL GOWNS SMALL ,HG Travelling Services ,MAAA0233559,2822822.50,R0.00,2822822.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL GOWNS MEDIUM ,HG Travelling Services ,MAAA0233559,3187920.00,R0.00,3187920.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL GOWNS LARGE ,HG Travelling Services ,MAAA0233559,2787857.50,R0.00,2787857.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bag, soiled, liner ",HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,19068.35,R0.00,19068.35
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bedscreen mobile ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,138612.00,R0.00,138612.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bedscreen mobile ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,83167.20,R0.00,83167.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bedscreen mobile ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,227323.68,R0.00,227323.68
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Soiled Linen Carrier ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,51177.74,R0.00,51177.74
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bedscreen mobile ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,27722.40,R0.00,27722.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Soiled Linen Carrier ,HOSPITAL EQUIPMENT MANUFACTU,MAAA0106830,19042.88,R0.00,19042.88
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,MASK CLOTH FACE ,House of Monatic ,MAAA0100895,207000.00,R0.00,207000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,IQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (75 SAM,Ilex South Africa ,- ,11350.50,R0.00,11350.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (150 SA,Ilex South Africa ,- ,12898.40,R0.00,12898.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (300 SA,Ilex South Africa ,- ,14271.50,R0.00,14271.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,CVP MULTILEVEL (20 X 2.5ML) 4 LEVELS (FR),Ilex South Africa ,- ,3783.50,R0.00,3783.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Syringes for Arterial Blood Gas 3ml, Luer Lok (100)",Ilex South Africa ,- ,6044.40,R0.00,6044.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,GEM 3500/4000 PRINTER PAPER (1 x 5 PACK ),Ilex South Africa ,- ,566.95,R0.00,566.95
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,IQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (75 SAM,Ilex South Africa ,- ,11350.50,R0.00,11350.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (150 SA,Ilex South Africa ,- ,12898.40,R0.00,12898.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,iQM GEM 3500 CARTRIDGE BGE/HCT/GLU/LAC (300 SA,Ilex South Africa ,- ,14271.50,R0.00,14271.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,CVP MULTILEVEL (20 X 2.5ML) 4 LEVELS (FR),Ilex South Africa ,- ,3783.50,R0.00,3783.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Syringes for Arterial Blood Gas 3ml, Luer Lok (100)",Ilex South Africa ,- ,6044.40,R0.00,6044.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,GEM 3500/4000 PRINTER PAPER (1 x 5 PACK ),Ilex South Africa ,- ,566.95,R0.00,566.95
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,LIQUID HAND SANITISER 5l,Indigo Brands ,MAAA0902049,999994.00,R0.00,999994.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480,219023.82,R0.00,219023.82
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Thermometer ear ,INTERMED ,MAAA0162480,1239140.00,R0.00,1239140.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Sphygmanometer on roll stand ,INTERMED ,MAAA0162480,101200.00,R0.00,101200.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor vital signs ,INTERMED ,MAAA0162480,144064.35,R0.00,144064.35
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480,294325.60,R0.00,294325.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Thermometer ear ,INTERMED ,MAAA0162480,1000240.00,R0.00,1000240.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Thermometer (Infrared) ,INTERMED ,MAAA0162480,90850.00,R0.00,90850.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480,84535.30,R0.00,84535.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480,169070.61,R0.00,169070.61
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Diagnostic set mobile ,INTERMED ,MAAA0162480,169070.61,R0.00,169070.61
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,DECANTING OF LIQUID SANITISER ,Isepa Cleaning ,MAAA0332596,67500.00,R0.00,67500.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bedpan, Support pulp ",K2 Medical,MAAA0121986,5863.00,R0.00,5863.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bowl, medical pulp ",K2 Medical,MAAA0121986,86968.00,R0.00,86968.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Cover, Bedpan pulp ",K2 Medical,MAAA0121986,49352.00,R0.00,49352.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Cover, Bowl pulp ",K2 Medical,MAAA0121986,85602.00,R0.00,85602.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Cover, slipperpan pulp ",K2 Medical,MAAA0121986,87608.00,R0.00,87608.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Kidney Bowl pulp ,K2 Medical,MAAA0121986,55006.00,R0.00,55006.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Liner, bedpan pulp ",K2 Medical,MAAA0121986,147236.00,R0.00,147236.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Macerator / Waste Disposal Machine ,K2 Medical,MAAA0121986,368936.00,R0.00,368936.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Plinth ,K2 MEDICAL,MAAA0121986,37094.40,R0.00,37094.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Slipper, Bedpan, cover pulp ",K2 Medical,MAAA0121986,3749.20,R0.00,3749.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Slipper, Midi, bedpan pulp ",K2 Medical,MAAA0121986,166920.00,R0.00,166920.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Urinal, male pulp ",K2 Medical,MAAA0121986,224596.00,R0.00,224596.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Macerator / Waste Disposal Machine ,K2 MEDICAL,MAAA0121986,368936.00,R0.00,368936.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Boot Covers ,K2020242405 T/A MOZAK TRADE,MAAA0926698,51600.00,R0.00,51600.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Boot Covers ,K2020242405 T/A MOZAK TRADE,MAAA0926698,45200.00,R0.00,45200.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SHOE COVER ,K2020242405 T/A Mozak Trade,MAAA0926698,27800.00,R0.00,27800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Cleaning trolley ,KARCHER (ITS) ,MAAA0128359,166462.50,R0.00,166462.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Mops colour coded ,KARCHER (ITS) ,MAAA0128359,35374.00,R0.00,35374.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Sanitizer stand ,KARCHER (ITS) ,MAAA0128359,10177.50,R0.00,10177.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Scrubbing Machine ,KARCHER (ITS) ,MAAA0128359,128512.50,R0.00,128512.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Wringer trolley ,KARCHER (ITS) ,MAAA0128359,10056.75,R0.00,10056.75
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,High pressure cleaner / Disinfector ??? ,KARCHER (ITS) ,MAAA0128359,45954.00,R0.00,45954.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Cleaning trolley ,KARCHER (ITS) ,MAAA0128359,133170.00,R0.00,133170.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Wet floor signs ,KARCHER (ITS) ,MAAA0128359,4053.78,R0.00,4053.78
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Sanitizer stand ,KARCHER (ITS) ,MAAA0128359,69862.50,R0.00,69862.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Vacuum Cleaner ,KARCHER (ITS) ,MAAA0128359,7084.00,R0.00,7084.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Regulator Bull nose ,Kotsedi Medical ,MAAA0059445,126500.00,R0.00,126500.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,regulator Pin Index ,Kotsedi Medical ,MAAA0059445,119600.00,R0.00,119600.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,WIPES CLEANING UNIVERSAL DETERGENT DISINFECTANT ,KPG MEDIA TECHNOLOGIES ,MAAA0367381,6882.75,R0.00,6882.75
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,DELIVERY AND INSTALLATION COSTS ,LEAD LAUNDRY AND CATERING ,MAAA0003661,54188.00,R0.00,54188.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,WASHING MACHINE EXTRACTOR ,LEAD LAUNDRY AND CATERING ,MAAA0003661,434355.00,R0.00,434355.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,WASHING MACHINE EXTRACTOR ,LEAD LAUNDRY AND CATERING ,MAAA0003661,1739490.00,R0.00,1739490.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,TUMBLE DRYER SPEED QUEEN ,LEAD LAUNDRY AND CATERING ,MAAA0003661,841340.00,R0.00,841340.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,WASHING MACHINE INSTALLATION ,LEAD LAUNDRY AND CATERING ,MAAA0003661,492556.50,R0.00,492556.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Fridge domestic single door ,LEADERS MEUBILEERDERS ,MAAA0027034,27300.00,R0.00,27300.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Kettle ,LEADERS MEUBILEERDERS ,MAAA0027034,6840.00,R0.00,6840.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Fridge domestic single door ,LEADERS MEUBILEERDERS ,MAAA0027034,46750.00,R0.00,46750.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAGS ADULT ,Leda Medical Services ,MAAA0201415,17253.00,R0.00,17253.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAGS JUVENILES ,Leda Medical Services ,MAAA0201415,7143.00,R0.00,7143.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAGS INFANT ,Leda Medical Services ,MAAA0201415,3381.00,R0.00,3381.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"BODY BAG, WHITE OR CREAM, SINGLE USE WITHOUTHAN",Leda Medical Services ,MAAA0201415,862650.00,R0.00,862650.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAG ,Leda Medical Services ,MAAA0201415,609606.00,R0.00,609606.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAG INFANT ,Leda Medical Services ,MAAA0201415,5635.00,R0.00,5635.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAG JUVINILE ,Leda Medical Services ,MAAA0201415,5952.50,R0.00,5952.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,BODY BAG ADULT ,Leda Medical Services ,MAAA0201415,287550.00,R0.00,287550.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"GOWN, SURGICAL, XL ",Logan Medical ,MAAA0009035,4025.00,R0.00,4025.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"GOWN HOSPITAL , LARGE ",Logan Medical ,MAAA0009035,4416.00,R0.00,4416.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,M Meyer Surgical Sales T/A Interm,MAAA0162480,454250.00,R0.00,454250.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,M Meyer Surgical Sales T/A Interm,MAAA0162480,454250.00,R0.00,454250.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165,939494.10,R0.00,939494.10
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165,63163.99,R0.00,63163.99
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165,91874.72,R0.00,91874.72
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165,13871.53,R0.00,13871.53
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165,13871.53,R0.00,13871.53
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165,293250.00,R0.00,293250.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165,313285.30,R0.00,313285.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165,514786.00,R0.00,514786.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Computer, AIO ",MADGE COMPUTERS ,MAAA0004165,1029572.00,R0.00,1029572.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165,73455.48,R0.00,73455.48
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Projector ,MADGE COMPUTERS ,MAAA0004165,13603.40,R0.00,13603.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Scanner ,MADGE COMPUTERS ,MAAA0004165,11397.00,R0.00,11397.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Laptop ,MADGE COMPUTERS ,MAAA0004165,263676.60,R0.00,263676.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printer ,MADGE COMPUTERS ,MAAA0004165,128800.00,R0.00,128800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printer ,MADGE COMPUTERS ,MAAA0004165,77741.76,R0.00,77741.76
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Computer Monitor ,MADGE COMPUTERS ,MAAA0004165,6933.35,R0.00,6933.35
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Tablet ,MADGE COMPUTERS ,MAAA0004165,17020.00,R0.00,17020.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Scanner, Flatbed ",MADGE COMPUTERS ,MAAA0004165,1242.00,R0.00,1242.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Label printer ,MADGE COMPUTERS ,MAAA0004165,9315.00,R0.00,9315.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Hard Drive ,MADGE COMPUTERS ,MAAA0004165,3922.00,R0.00,3922.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Printers ,MADGE COMPUTERS ,MAAA0004165,353263.04,R0.00,353263.04
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Cabling ,MANTELLA IT SERVICES ,MAAA0035280,793154.56,R0.00,793154.56
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Cabling ,MANTELLA IT SERVICES ,MAAA0035280,237796.77,R0.00,237796.77
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Installation, Network ",MANTELLA IT SERVICES ,MAAA0035280,49508.60,R0.00,49508.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor Vital Signs ,MARCUS MEDICAL ,MAAA0006754,1094821.60,R0.00,1094821.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,THERMOMETER NON CONTRACT FOREHEAD 32 DEGREE,Marcus Medical ,MAAA0006754,148469.60,R0.00,148469.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SHROUD, MORTUARY, INFANT, BABY ",Meddreg Technology cc ,MAAA0278517,15000.00,R0.00,15000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SHROUD, MORTUARY, CHILD ",Meddreg Technology cc ,MAAA0278517,23500.00,R0.00,23500.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SHROUD, MORTUARY, ADULT, LARGE ",Meddreg Technology cc ,MAAA0278517,45000.00,R0.00,45000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,ECG Machine ,Medhold ,MAAA0098098,501658.15,R0.00,501658.15
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,ECG machine ,MEDHOLD ,MAAA0098098,71665.45,R0.00,71665.45
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor vital signs ,Medhold ,MAAA0098098,1163421.20,R0.00,1163421.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor Vital Signs ,MEDHOLD ,MAAA0098098,1597898.70,R0.00,1597898.70
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor Vital Signs ,MEDHOLD ,MAAA0098098,1742647.00,R0.00,1742647.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor Vital Signs ,Medhold ,MAAA0098098,3337832.84,R0.00,3337832.84
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Monitor vital signs ,Medhold ,MAAA0098098,481362.14,R0.00,481362.14
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL MASK 3 PLY WITH EARLOOP,Medical Plant Africa ,MAAA0692961,2300000.00,R0.00,2300000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, SMALL ",Medical Plant Africa ,MAAA0692961,9632.20,R0.00,9632.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, MEDIUM ",Medical Plant Africa ,MAAA0692961,17843.60,R0.00,17843.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, LARGE ",Medical Plant Africa ,MAAA0692961,59292.40,R0.00,59292.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XL ",Medical Plant Africa ,MAAA0692961,54520.60,R0.00,54520.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XXL ",Medical Plant Africa ,MAAA0692961,44492.70,R0.00,44492.70
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, STANDARD, XXXL ",Medical Plant Africa ,MAAA0692961,27807.40,R0.00,27807.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, SMALL ",Medical Plant Africa ,MAAA0692961,6334.40,R0.00,6334.40
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, LARGE ",Medical Plant Africa ,MAAA0692961,77730.50,R0.00,77730.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XL ",Medical Plant Africa ,MAAA0692961,87261.10,R0.00,87261.10
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XXL ",Medical Plant Africa ,MAAA0692961,40124.20,R0.00,40124.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"SURGICAL GOWN, REINFORCED, XXXL ",Medical Plant Africa ,MAAA0692961,41700.90,R0.00,41700.90
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"MASK, SURGICAL (3-PLY WITH EARLOOP)",Medical Plant Africa ,MAAA0692961,6900000.00,R0.00,6900000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"MASK, SURGICAL (3-PLY)",Medical Plant Africa ,MAAA0692961,29325000.00,R0.00,29325000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,GOWN ISOLATION ,Medical Plant Africa ,MAAA0692961,14835000.00,R0.00,14835000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SHOE COVER ,Medical Plant Africa ,MAAA0692961,59800.00,R0.00,59800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,MOP CAP ,Medical Plant Africa ,MAAA0692961,18400.00,R0.00,18400.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGEON BERET ,Medical Plant Africa ,MAAA0692961,35420.00,R0.00,35420.00
